utt_id,dataset,speaker,accent,cefr,condition,mode,chunk_ms,left_ctx_ms,ref_text,hyp_text,duration_s,wer,cer,n_ref_words,substitutions,deletions,insertions,proc_time_s,rtf,mean_chunk_proc_s,algorithmic_latency_ms
svarah_02414,svarah,,Kannada,,offline,offline,,,Please transfer Rs 20000 to my Citrus wallet.,Please transfer 2000 rupees to my citrus wallet.,3.751,0.25,0.22727272727272727,8,2,0,0,0.1785,0.0476,,
svarah_02417,svarah,,Urdu,,offline,offline,,,Bhartanatyam also enjoys wide patronage in Karnataka.,Barkhanatyam also enjoys wide patternage in Karnataka.,6.08,0.2857142857142857,0.11538461538461539,7,2,0,0,0.1935,0.0318,,
svarah_02434,svarah,,Bodo,,offline,offline,,,that run from one bank to the other,that run from one bank to the other,2.45,0.0,0.0,8,0,0,0,0.1594,0.0651,,
svarah_02435,svarah,,Nepali,,offline,offline,,,"hand woven outfits are more premium, takes more time and pays attention to detail.","hand -woven outfits are more premium, takes more time and pays attention to detail.",9.005,0.0,0.0,14,0,0,0,0.2072,0.023,,
svarah_02507,svarah,,Hindi,,offline,offline,,,filled with humor and told in a satirical manner,filled with humor and told in a satirical manner.,3.943,0.0,0.0,9,0,0,0,0.1924,0.0488,,
svarah_02512,svarah,,Tamil,,offline,offline,,,"in terms of food, in terms of","in terms of food, in terms of",2.316,0.0,0.0,7,0,0,0,0.164,0.0708,,
svarah_02515,svarah,,Kannada,,offline,offline,,,"One day, Shamanatai, her name is Yashoda",of one day Shamanathai Harnim is Yashoda.,3.979,0.5714285714285714,0.21052631578947367,7,2,1,1,0.2007,0.0504,,
svarah_02528,svarah,,Kannada,,offline,offline,,,tribal and indigenous crafts like tribal jewellery and so on,tribal and indigenous crafts like tribal jewelry and so on.,5.6,0.1,0.03333333333333333,10,1,0,0,0.1723,0.0308,,
svarah_02540,svarah,,Malayalam,,offline,offline,,,is there a canoe shop around here only?,Is there a kennel shop around here only?,2.678,0.125,0.10526315789473684,8,1,0,0,0.1784,0.0666,,
svarah_02585,svarah,,Kannada,,offline,offline,,,He recalls his childhood days,he recalls his childhood days.,2.58,0.0,0.0,5,0,0,0,0.1467,0.0569,,
svarah_02602,svarah,,Konkani,,offline,offline,,,"Vietnam got its place in international tourist map recently. During the COVID, Vietnam was badly hit due to its dependency on tourism. Due to COVID, the tourism industry was not functional and hence the country suffered a lot financially.","Vietnam got its place in an international tourist map recently. During the Covid, Vietnam was badly hit due to its dependency on tourism. Due to Covid, the tourism industry was not functional and hence the country suffered a lot financially.",27.264,0.02564102564102564,0.012875536480686695,39,0,0,1,0.4053,0.0149,,
svarah_02625,svarah,,Dogri,,offline,offline,,,Login to Co-WIN portal using phone number 94072137176 4061 and OTP,Login to Covent portal using mobile phone number 9407 2137 1764061 and OTP.,9.429,0.5,0.21212121212121213,12,3,1,2,0.205,0.0217,,
svarah_02629,svarah,,Kannada,,offline,offline,,,The New Indian Express. These are the,the new Indian Express. These are the,2.633,0.0,0.0,7,0,0,0,0.1561,0.0593,,
svarah_02643,svarah,,Kannada,,offline,offline,,,"I have read many books written by Kannada writers, but in English far, far less.","I have read many books written by Karnada writers, but in English far, far less.",11.282,0.06666666666666667,0.012987012987012988,15,1,0,0,0.2035,0.018,,
svarah_02654,svarah,,Telugu,,offline,offline,,,please speak loud,Please speak loud.,2.121,0.0,0.0,3,0,0,0,0.1528,0.072,,
svarah_02673,svarah,,Nepali,,offline,offline,,,"every community wears their traditional uniform and they gather in one place and celebrate Phulpati Shobha Yatra, shows different cultural and traditional dance and art forms and","Every community wears their traditional uniform and they gather in one place and celebrate Phulpati Shobha Yatra, shows different cultural and traditional dance and art form.",18.25,0.07407407407407407,0.02824858757062147,27,1,1,0,0.3369,0.0185,,
svarah_02726,svarah,,Odia,,offline,offline,,,"Show my APY pension amount, my PRAN number is 554985533897","show my apy pension amount, my pran number is 554985533897",9.804,0.0,0.0,10,0,0,0,0.2064,0.0211,,
svarah_02748,svarah,,Telugu,,offline,offline,,,Illegal immigration to India has continued but is now mostly economic and is not limited to Hindus alone.,"Illegal immigration to India has continued, but is now mostly economic and is not limited to Hindus alone.",8.869,0.0,0.0,18,0,0,0,0.2278,0.0257,,
svarah_02756,svarah,,Maithili,,offline,offline,,,The art and craft of my state,the art and craft of my state.,2.135,0.0,0.0,7,0,0,0,0.1529,0.0716,,
svarah_02768,svarah,,Malayalam,,offline,offline,,,31 January 2020,31st January 2020.,7.209,0.3333333333333333,0.13333333333333333,3,1,0,0,0.1699,0.0236,,
svarah_02773,svarah,,Tamil,,offline,offline,,,Give me a list of the contacts I sent money to last week,Give me a list of contacts I sent money to last week.,3.816,0.07692307692307693,0.07142857142857142,13,0,1,0,0.1832,0.048,,
svarah_00021,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,it is something which gives you warmth and the flavours are very different from the kind of food we as North Indians eat.,Mm. is... which gives you warmth. and the flavor. are very diff... from the. kind of food we... as no Indians. eat.,13.541,0.21739130434782608,0.18333333333333332,23,4,1,0,7.6655,0.5661,0.1783,320.0
svarah_00024,svarah,,Punjabi,,stream_320ms,streaming,320.0,2000.0,"on each and every subject and he definitely deals with, handles all the good part of the happenings around the world.",on each and every subject. and he. depth . with handling. all. the good. part. of . . around the world.,12.181,0.23809523809523808,0.26956521739130435,21,2,3,0,5.9704,0.4901,0.1531,320.0
svarah_00037,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,our local traditions and beliefs by giving an opportunity,or look. tradition. and beliefs. by giving an offer.,3.909,0.4444444444444444,0.24561403508771928,9,4,0,0,2.3468,0.6004,0.1805,320.0
svarah_00038,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,Are there any vaccination centres available in South Goa district for age group 18+ years,I there any b - in do - is available. inside. Korea. district. for a group 18. plus years.,7.096,0.6666666666666666,0.36363636363636365,15,6,1,3,4.681,0.6597,0.2035,320.0
svarah_00053,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,"The radiation, the chemotherapy, everything, every every option for cancer treatment is available over here and it is largely used not only by the people of Gujarat but also by the nearby states.","that is the... everything. every every... option. for cancer. treatment. is available. over here. and it's it is. largely used. not a by the people. of. Gujarat, but also by the people of Gujarat. by the need... states.",14.365,0.3333333333333333,0.28272251308900526,33,4,1,6,12.2903,0.8556,0.2731,320.0
svarah_00081,svarah,,Marathi,,stream_320ms,streaming,320.0,2000.0,The major challenge faced by students in Maharashtra,Ama - challenge. faced -by -face. in math.,3.224,0.5,0.4230769230769231,8,3,1,0,1.6795,0.5209,0.1527,320.0
svarah_00082,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,Can you speak the five dates that you remember?,Can you s - the f - dates? that you remember?,3.647,0.2222222222222222,0.15217391304347827,9,2,0,0,1.8067,0.4954,0.1506,320.0
svarah_00088,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,Can I avail any extra discount offers on Cereals this year?,Again. I have you? it? ex - distance? of on sale. this year.,3.91,0.7272727272727273,0.5,11,7,0,1,2.361,0.6038,0.1816,320.0
svarah_00089,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,main medium of communication has been Gujarati,mean Min Medium. of communication. has... been good.,4.068,0.42857142857142855,0.2391304347826087,7,2,0,1,2.2251,0.547,0.1712,320.0
svarah_00106,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,this incident was the third major attack this week.,This is was the third major attack. this week.,2.371,0.1111111111111111,0.14,9,1,0,0,1.5974,0.6737,0.1997,320.0
svarah_00168,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,The brand of Ambipur Car Freshener Gel I recieved is not correct,The brain. of MVP. car freshness. jet. iris is not correct.,4.373,0.5,0.296875,12,5,1,0,2.6083,0.5964,0.1863,320.0
svarah_00169,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,There was a movie called What's your Raashee which was based on that book.,Thank you. was a movie called... what sir rash which was which was based on that. book.,5.405,0.5,0.3013698630136986,14,4,0,3,3.0988,0.5733,0.1823,320.0
svarah_00180,svarah,,Maithili,,stream_320ms,streaming,320.0,2000.0,gajar halwa I did not know anything about it so I started watching videos on YouTube and then I,"Uh... Halal. Ghazar Haluwa, I do. not know any... at all. it. so I start watching video on YouTube and then I",9.032,0.5263157894736842,0.2736842105263158,19,7,0,3,5.2453,0.5807,0.1809,320.0
svarah_00191,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,"Christmas is observed with great merriment by Christians of various denominations, including Catholics and Protestants, throughout Assam.",Chris. is... obsolete. with great Mary. by Christie. of war denominations. including Catholic and Protestants. throughout the world. the world.,9.384,0.5882352941176471,0.3283582089552239,17,7,0,3,5.6914,0.6065,0.1897,320.0
svarah_00230,svarah,,Assamese,,stream_320ms,streaming,320.0,2000.0,How has the English language influenced your culture and identity?,Thanks for watching! is it doing? listening? in place? your culture. and identity.,4.92,0.9,0.5538461538461539,10,6,0,3,2.4581,0.4996,0.1536,320.0
svarah_00251,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,what's the weather forecast for today,Wha - the - with for the next video. ca - for? today.,2.799,1.1666666666666667,0.5945945945945946,6,3,0,4,1.3849,0.4948,0.1539,320.0
svarah_00257,svarah,,Maithili,,stream_320ms,streaming,320.0,2000.0,Can you track the application status on National Scholarship portal for my mobile number 96131179914,"Can you - drag? the application? status? on now? Scholar Portal. for my number number. nine 6 1 3 1 1 seven 9, 9, months. -4",9.255,1.0,0.44,15,5,0,10,5.2384,0.566,0.1806,320.0
svarah_00265,svarah,,Sindhi,,stream_320ms,streaming,320.0,2000.0,in yoga helps to stabilize our body,In yoga helps to stay our body.,4.869,0.14285714285714285,0.17142857142857143,7,1,0,0,2.5768,0.5293,0.161,320.0
svarah_00322,svarah,,Marathi,,stream_320ms,streaming,320.0,2000.0,The dialects,But that,1.662,1.0,0.75,2,2,0,0,1.2007,0.7223,0.2001,320.0
svarah_00340,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,orderly development and progress,or leader developed and progress.,2.68,0.75,0.28125,4,2,0,1,1.6376,0.611,0.1819,320.0
svarah_00397,svarah,,Tamil,,stream_320ms,streaming,320.0,2000.0,to underprivileged and marginalized communities,So under and marginalized. community.,3.25,0.6,0.2978723404255319,5,3,0,0,2.0109,0.6187,0.1828,320.0
svarah_00398,svarah,,Bodo,,stream_320ms,streaming,320.0,2000.0,Though it was celebrated by the Bodos in a traditional way,Do it was celebrated by the border in the United States. the tradition. way.,4.532,0.6363636363636364,0.5172413793103449,11,4,0,3,2.3233,0.5127,0.1549,320.0
svarah_00406,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,My favorite quote is from a classic play named A Woman of No Importance by Oscar Wilde.,MY FEET quote. is from a... classic play. named a woman of no importance by Oscar Wilde.,6.88,0.058823529411764705,0.06976744186046512,17,1,0,0,4.0594,0.59,0.1845,320.0
svarah_00413,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,I feel this is the best way to preserve the nature in urban areas.,I feel this is the best way to preserve the net in nature. our country. areas.,4.304,0.2857142857142857,0.24615384615384617,14,2,0,2,2.2044,0.5121,0.1574,320.0
svarah_00434,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,"So here we are a state that boasts of 100% literacy, which means that all our citizens,",here. we are. a state. that. boasts of 100%. literacy. which means that all are set.,7.56,0.17647058823529413,0.15476190476190477,17,2,1,0,3.8265,0.5062,0.1594,320.0
svarah_00461,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,It got stick it just went on sticking and tearing,for. . it just. went off. stick and... taking,4.159,0.6,0.3673469387755102,10,4,2,0,2.6193,0.6298,0.2015,320.0
svarah_00487,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,"Simon Commission, was a group of seven Members of Parliament under the chairmanship of Sir John Simon.","known as siam Com... was a group of seven. members. of... and all. the chair. of the Parliament. up. Johns, I am Man.",8.45,0.8235294117647058,0.5,17,8,0,6,5.7422,0.6795,0.2127,320.0
svarah_00514,svarah,,Dogri,,stream_320ms,streaming,320.0,2000.0,And it's highly impacted our business.,It's all. impact. over. business.,2.347,0.6666666666666666,0.35135135135135137,6,3,1,0,1.2631,0.5382,0.1579,320.0
svarah_00515,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,The role of the members of the legislative assembly,and the rule of the palm. of the... Pass.,3.34,0.5555555555555556,0.5686274509803921,9,3,1,1,2.1527,0.6445,0.1957,320.0
svarah_00541,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,handle codes of conduct and there is one to investigate into Corruption into selections and one is I think,and I'll go to the conduct. and there is one to investigate. into correct. engine. induce. select. and one is I think,9.756,0.47368421052631576,0.2641509433962264,19,6,0,3,8.0139,0.8214,0.2585,320.0
svarah_00544,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,and the social is like disconnect between upper class and lower class,Thank you very much. the source. is like this between. operators class and lower. class.,4.954,0.5833333333333334,0.5362318840579711,12,4,0,3,3.7131,0.7496,0.2321,320.0
svarah_00601,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,Why did it take 8 hours to deliver my order when I was told that it would be delivered in 7 minutes,Why? did it? take? it? out? to deliver? my o - when I was told that it . . . would be delivered. in seven days. minutes.,7.523,0.22727272727272727,0.1919191919191919,22,4,0,1,3.815,0.5071,0.159,320.0
svarah_00605,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,"Show my APY pension amount,",Show my e - pension. amount.,2.439,0.2,0.11538461538461539,5,1,0,0,2.0418,0.8372,0.2552,320.0
svarah_00606,svarah,,Dogri,,stream_320ms,streaming,320.0,2000.0,"Yes, I had",Y - I... I have.,1.185,1.0,0.4444444444444444,3,2,0,1,0.75,0.6332,0.1875,320.0
svarah_00688,svarah,,Bodo,,stream_320ms,streaming,320.0,2000.0,those places,Those places.,1.2,0.0,0.0,2,0,0,0,1.1405,0.9504,0.2851,320.0
svarah_00690,svarah,,Bengali,,stream_320ms,streaming,320.0,2000.0,Please show me the reciept of my Credit Card bill.,Please. show. me. the results. of my credit card. card. bill.,3.862,0.2,0.20408163265306123,10,1,0,1,2.3246,0.602,0.1788,320.0
svarah_00697,svarah,,Punjabi,,stream_320ms,streaming,320.0,2000.0,"Yelaneeru Ghat in Kudremukh in Chikkamagaluru district of Karnataka, India",y - Niro ghat in krut in. Chikmuk. Lourudish. of Kharagpur. India. India.,5.998,0.7,0.4794520547945205,10,5,0,2,4.1007,0.6837,0.2158,320.0
svarah_00720,svarah,,Assamese,,stream_320ms,streaming,320.0,2000.0,My passion for riding bikes existed probably since I saw my grandfather's old RX100 Then came the movie Dhoom and I was probably 12 years old by then,much patience will - bikes existed probably since I started riding bikes. saw my grandfathers all arachnid -M. you know. Then... the movie. too. men I was probably 12 years old. by then.,10.538,0.5714285714285714,0.436241610738255,28,8,2,6,6.6956,0.6354,0.2029,320.0
svarah_00721,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,Are thers any nearby vaccination center,I d your any n - vexes? centers?,2.466,1.0,0.5897435897435898,6,5,0,1,1.741,0.7061,0.2176,320.0
svarah_00722,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,how is the traffic around city center,Oh is that? draft? around? the city? city? and the...,2.421,1.0,0.5675675675675675,7,4,0,3,1.241,0.5125,0.1551,320.0
svarah_00732,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,"Even from young age,like, students from standard 8, 9 are also taught how they will get job or how they will set up business","even from the young. like a student from standard 8, 9, I also taught how will get job. or how. they will set up business.",10.023,0.24,0.1557377049180328,25,4,1,1,5.0206,0.5009,0.1569,320.0
svarah_00801,svarah,,Sindhi,,stream_320ms,streaming,320.0,2000.0,post exercise and provide a kind of mental clarity,but access and provide a kind of of mental cli -,5.435,0.4444444444444444,0.32,9,3,0,1,3.0152,0.5547,0.1774,320.0
svarah_00813,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,"Rather, there are several several local stories and several legends which are from each of the former princely states.",Love. uh... there are several of them. several local stories. and several days. so which are from... of the parts. monochrome. Prince. sleep. states.,14.466,0.5789473684210527,0.3793103448275862,19,4,1,6,10.8083,0.7472,0.235,320.0
svarah_00814,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,Always check a company's stock price performance and fundamental stability before investing in them.,all of Check your account. stock. price. performance. and fund stability. before. investing. in them.,7.521,0.35714285714285715,0.23232323232323232,14,4,0,1,4.2707,0.5678,0.1779,320.0
svarah_00836,svarah,,Telugu,,stream_320ms,streaming,320.0,2000.0,It's beautiful.,It's beautiful. beautiful. It's...,2.04,1.0,1.0714285714285714,2,0,0,2,1.3216,0.6478,0.1888,320.0
svarah_00878,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,and there is Konar Chandrabhaga beach.,and let's go now. Chandra Bhagav. B.,3.92,1.0,0.43243243243243246,6,5,0,1,2.0588,0.5252,0.1584,320.0
svarah_00887,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,Long drives are his first love and I would say I am a professional passenger.,Long drives. I - ice for - la - and have a great day. would say home a person person.,5.12,0.8,0.5394736842105263,15,8,1,3,3.5596,0.6952,0.2225,320.0
svarah_00898,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,Start a new email to George Brown,Stop. Start in new email. to join. Brown.,2.8,0.42857142857142855,0.36363636363636365,7,2,0,1,1.4279,0.51,0.1587,320.0
svarah_00921,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,as face packs or hair packs.,As um face bags. or hair. bags.,3.403,0.5,0.3333333333333333,6,2,0,1,1.6123,0.4738,0.1466,320.0
svarah_00938,svarah,,Bengali,,stream_320ms,streaming,320.0,2000.0,I love doing nature photography.,I - the nature. photographs.,3.16,0.6,0.3225806451612903,5,2,1,0,1.7409,0.5509,0.1741,320.0
svarah_00950,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,What's the brokarage rate for investing in stocks through Repco Finance,What? the pro - - for it? in stocks. through REP. Finance.,4.414,0.45454545454545453,0.323943661971831,11,4,1,0,2.5679,0.5818,0.1834,320.0
svarah_00964,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,I do much Riyaz or practice before the recording session.,I do. much reality of pras. before. the rest of the day. session.,4.089,0.7,0.42857142857142855,10,4,0,3,2.0929,0.5119,0.161,320.0
svarah_00982,svarah,,Assamese,,stream_320ms,streaming,320.0,2000.0,1109,11. hundred nine,1.696,3.0,3.25,1,1,0,2,0.8559,0.5047,0.1426,320.0
svarah_00989,svarah,,Punjabi,,stream_320ms,streaming,320.0,2000.0,2020 - 2021,"COOL ,000 -",3.328,1.0,0.7777777777777778,2,2,0,0,6.5364,1.9642,0.5942,320.0
svarah_00992,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,what is the time in london right now,Wha - is this? time? in? London? right now? now.,3.203,0.375,0.19444444444444445,8,2,0,1,2.1913,0.6842,0.1992,320.0
svarah_00999,svarah,,Tamil,,stream_320ms,streaming,320.0,2000.0,How do I activate my Yono SBI wallet?,How? do I? act? my you know sb? wallet.,3.162,0.5,0.2777777777777778,8,3,0,1,1.6394,0.5185,0.1639,320.0
svarah_01028,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,some small odd jobs.,Some small or job,1.992,0.5,0.15789473684210525,4,2,0,0,1.0197,0.512,0.1457,320.0
svarah_01036,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,"It has been producing various dramas, plays on social and economic issues and many novels have been adapted into these plays and dramas",It has been. produced. way drums. play on social media. and economic issues. and many not. have been. adapted. in this. play. and. dramas.,12.321,0.391304347826087,0.20149253731343283,23,8,0,1,6.5679,0.5331,0.1684,320.0
svarah_01077,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,Can you name five states of India?,Can you? name? first? states? of... India?,1.959,0.14285714285714285,0.09090909090909091,7,1,0,0,1.0926,0.5576,0.1561,320.0
svarah_01163,svarah,,Punjabi,,stream_320ms,streaming,320.0,2000.0,I find Nutriorg Organic Groundnut Oil more expensive than other websites,I f - new to you. as your - ground net wire. more expe - than other websites.,6.248,0.9090909090909091,0.375,11,6,0,4,6.0653,0.9707,0.3033,320.0
svarah_01176,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,So I love,So... I'll,1.814,0.6666666666666666,0.4444444444444444,3,1,1,0,0.89,0.4906,0.1483,320.0
svarah_01183,svarah,,Telugu,,stream_320ms,streaming,320.0,2000.0,who do I think people will care?,Who do I? think? people will care?,1.815,0.0,0.0,7,0,0,0,0.9633,0.5306,0.1605,320.0
svarah_01206,svarah,,Maithili,,stream_320ms,streaming,320.0,2000.0,"Now, the teachers are focusing more on educating the children, which will surely make the students more educated and a good citizen of country.",No? the tea... are... on. more on the future. education. the children. which... show you. make the students more... and a good citizen. of country.,13.728,0.375,0.3142857142857143,24,6,1,2,8.2934,0.6041,0.1929,320.0
svarah_01207,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,"Yes, English language and learning of English is mandatory in India.",Yes. English? language. and learning. of English is... in India.,6.6,0.09090909090909091,0.15151515151515152,11,0,1,0,3.2026,0.4852,0.1525,320.0
svarah_01237,svarah,,Kashmiri,,stream_320ms,streaming,320.0,2000.0,Many music concerts of Kashmiri artists are held in these places so that people,Okay. musi - on of Kashmiri artists. are hel - in the places. so that that people can see it.,5.58,0.6428571428571429,0.3670886075949367,14,5,0,4,4.8124,0.8624,0.2673,320.0
svarah_01304,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,Can you list all the submitted Renewal scholarship applications on NSP of user with application ID NZ2022211011104111034911 and date of birth 17-7-2018?,That's you l - all the submissions? venues? scholars. application. on N .S. of... user with application. ID. N. 202. 2 2 2 1. 1 0 1. 1 1. 0 4. 1 1 1 zero three 4 9 1 1 and that's all. birth. sub - - -7 -2000.,19.734,1.4166666666666667,0.4503311258278146,24,12,0,22,14.2181,0.7205,0.2293,320.0
svarah_01326,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,all celebrate and participate in the festivities together.,or celebrate. artisans. in the Fed. together.,4.24,0.5,0.38596491228070173,8,3,1,0,2.7676,0.6527,0.1977,320.0
svarah_01341,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,So this is how the politics is arranged in the state of Maharashtra.,Shh. the is how the pulse... is. arranged. in the state of Maharaj.,7.538,0.3076923076923077,0.22388059701492538,13,4,0,0,3.7003,0.4909,0.1542,320.0
svarah_01353,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,"I have always been into doodling and it gradually converted to coloring with pencils, color pencils and then pastel colors and finally it settled down into oil painting. So I have been painting with oil paints since a long, long time now.","I I have all been in... to do. and gradually it can work. to coloring. with pencil. color pencils, and then pass it. color. and fine it is a down. in. oil. painting. So, I have been... painting with. oil. paints. since a long long now.",23.247,0.40476190476190477,0.21367521367521367,42,11,1,5,12.2533,0.5271,0.1678,320.0
svarah_01393,svarah,,Assamese,,stream_320ms,streaming,320.0,2000.0,"I focus on low impact training. If I have an injury or limitation that makes high impact movement difficult, I focus on low impact training such as Tai Chi.",iPhone. focus on low - impact. training. if I haven't. injury. or limb. that makes high impact. movement. difficult. I focus on low impact. training. such as tightness.,8.826,0.20689655172413793,0.1503267973856209,29,4,2,0,4.6594,0.5279,0.1664,320.0
svarah_01398,svarah,,Sindhi,,stream_320ms,streaming,320.0,2000.0,it develops ability to work together,but developed ability to work with the user. together.,4.34,0.8333333333333334,0.5,6,2,0,3,2.585,0.5956,0.1846,320.0
svarah_01416,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,"90, 555, 5110, 9780 and 2000","9. D500 455 Five you. 5 ,000 and 10. 9, 10, 11, 13, 24, 24, 25, 26, 28, 29, 30, 30, 41, 22, 43, 44, 44, 45, 45, 45, 46, ,000 seven hundred and eight and 2000",16.271,5.833333333333333,4.36,6,4,0,31,14.4997,0.8911,0.2843,320.0
svarah_01468,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,Are there any Free vaccination centres which provide Booster Dose of Sputnik.,Are they any f - vaccines? - and which pro... boosts. dose of spool.,7.053,0.5833333333333334,0.35526315789473684,12,7,0,0,3.7221,0.5277,0.1618,320.0
svarah_01485,svarah,,Dogri,,stream_320ms,streaming,320.0,2000.0,There is no consensus reference standard for the diagnosis of carpal tunnel syndrome.,There's is no cons - left. are plans. strength. for the . diagonals. of the. carpal. tube. syndrome.,6.194,0.6923076923076923,0.36904761904761907,13,6,0,3,3.1881,0.5147,0.1594,320.0
svarah_01502,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,patronization in the state,but patternization in the... straight.,1.76,0.75,0.46153846153846156,4,2,0,1,0.9061,0.5148,0.151,320.0
svarah_01517,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,Here with AI4Bharat too,Thanks for watching! with you. for Bharat 2,2.85,1.75,1.2173913043478262,4,3,0,4,1.3437,0.4714,0.1493,320.0
svarah_01529,svarah,,Kashmiri,,stream_320ms,streaming,320.0,2000.0,"Further school bus drivers, pay-ons etc also get an opportunity to make some money through these schools",For this school bus drives beyond. et cetera. gets op - to. make. some money. through this. school.,8.055,0.6666666666666666,0.2912621359223301,18,9,2,1,4.8174,0.5981,0.1853,320.0
svarah_01535,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,I have received the OTP 096739 can you please use that for mobile number 67435223193 to login into Co-win portal.?,"I have... to see. the RTP. 0. 9 6 7 3 9 can you please use that? for more information? number six seven 4 3 4 two 2 2 3 1 9. 3 2, log in. into potter.",17.102,1.3333333333333333,0.5535714285714286,21,11,0,17,9.4936,0.5551,0.1758,320.0
svarah_01543,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,"What is your learning experience of English language in school, university?",What is? your love? experience? of things? language? in school. universe.,4.314,0.2727272727272727,0.2191780821917808,11,3,0,0,2.719,0.6302,0.1942,320.0
svarah_01589,svarah,,Kashmiri,,stream_320ms,streaming,320.0,2000.0,"As far as the goals of education are concerned, the goal of becoming a good person and the goal of becoming a better informed individual are important",that's as the goals of education. at concerned. the goals of education are concerned. of the a good person. and the goal of becoming a good person and the goal of the a better person. information. individual. are important.,7.77,0.5925925925925926,0.5436241610738255,27,4,0,12,8.9978,1.158,0.3599,320.0
svarah_01590,svarah,,Assamese,,stream_320ms,streaming,320.0,2000.0,Recommend some Supplement Items products,Welcome. some supplements. items. products.,2.386,0.4,0.15,5,2,0,0,1.2164,0.5098,0.152,320.0
svarah_01604,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,All faiths around the world share a common ethic based on harmony with nature,"Oh feet around the world share a co - ethic. based on the mind of the person, the mind of the person, the mind of the person. how with nature.",9.067,1.3571428571428572,1.0,14,4,0,15,7.1424,0.7878,0.2463,320.0
svarah_01612,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,"Yes, the book which I read and which has changed my perspective on something","Thank you. Yes, the book. which I... and which have just my path. on some .",9.638,0.5,0.5066666666666667,14,4,1,2,4.723,0.4901,0.1523,320.0
svarah_01613,svarah,,Maithili,,stream_320ms,streaming,320.0,2000.0,Mithilanchal is mainly famous for its Makhana and fish industry.,Mi - is many famous for his work on his work on his work on his work on his work on his work on his work on his work. for its its muck and fish. in Distress.,6.247,3.0,1.7777777777777777,10,4,0,26,5.4084,0.8657,0.2704,320.0
svarah_01628,svarah,,Telugu,,stream_320ms,streaming,320.0,2000.0,"Initially, I used to think that yoga is very hard to practice.",You initial I used to think that you... is very important. hard to practice,7.051,0.3333333333333333,0.3,12,2,0,2,4.0436,0.5734,0.1758,320.0
svarah_01634,svarah,,Dogri,,stream_320ms,streaming,320.0,2000.0,and which has caused so much of soil erosion and other,and uh... has called so much of soil erosion. and other,5.11,0.18181818181818182,0.1111111111111111,11,2,0,0,2.4657,0.4825,0.1541,320.0
