utt_id,dataset,condition,op,ref_word,hyp_word,ref_context,ref_sentence,hyp_sentence,approx_time_s,speaker,accent,why_category,annotator_notes,pattern_freq
svarah_01966,svarah,offline,substitute,sikna,the,[sikna] jehelau a freedom,"Sikna Jehelau, a freedom fighter, fought against the British by hiding in a forest,","If not the law, a predom fighter fought against the British by hiding in a protest.",0.62,,Bodo,,,1
svarah_00487,svarah,offline,substitute,sir,sergeant,the chairmanship of [sir] john simon,"Simon Commission, was a group of seven Members of Parliament under the chairmanship of Sir John Simon.","known as the Simon Commission, was a group of seven members of Parliament under the Chairmanship of Sergeant John Simon.",6.68,,Odia,,,1
svarah_01733,svarah,offline,substitute,startup,start,for the startups [startup] warehouse,"Upgradation of State Data Centres, Leveraging Cloud Services for the Startups, Startup Warehouse,","of gradation of state data centers, leveraging cloud services for the starters, start of",7.34,,Nepali,,,1
svarah_01733,svarah,offline,substitute,startups,starters,services for the [startups] startup warehouse,"Upgradation of State Data Centres, Leveraging Cloud Services for the Startups, Startup Warehouse,","of gradation of state data centers, leveraging cloud services for the starters, start of",5.88,,Nepali,,,1
svarah_01502,svarah,offline,substitute,state,straight,patronization in the [state],patronization in the state,patternization in the straight.,1.3,,Kannada,,,1
svarah_00461,svarah,offline,substitute,stick,sticky,it got [stick] it just went,It got stick it just went on sticking and tearing,got sticky it just went on sticking and tearing,0.4,,Kannada,,,1
svarah_00878,svarah,offline,substitute,there,there's,and [there] is konar chandrabhaga,and there is Konar Chandrabhaga beach.,and there's Konaar Chandra Bhaagha Beach.,0.54,,Odia,,,1
svarah_00721,svarah,offline,substitute,thers,there,are [thers] any nearby vaccination,Are thers any nearby vaccination center,Are there any nearby vaccination center?,0.28,,Nepali,,,1
svarah_01805,svarah,offline,substitute,throng,thrones,[throng] and climb the,throng and climb the Baukungri peak,thrones and climbed the balcony free,0.0,,Bodo,,,1
svarah_01517,svarah,offline,substitute,too,2,here with ai4bharat [too],Here with AI4Bharat too,here with ai for bar 2,2.08,,Urdu,,,1
svarah_01733,svarah,offline,substitute,upgradation,gradation,[upgradation] of state data,"Upgradation of State Data Centres, Leveraging Cloud Services for the Startups, Startup Warehouse,","of gradation of state data centers, leveraging cloud services for the starters, start of",0.24,,Nepali,,,1
svarah_02166,svarah,offline,substitute,vadodara's,adodra's,palace residence of [vadodara's] royal family,"Lakshmi Vilas Palace, residence of Vadodara's royal family.","Lakshmi Vila's palace, residence of Adodra's royal family.",3.3,,Sindhi,,,1
svarah_02166,svarah,offline,substitute,vilas,vila's,lakshmi [vilas] palace residence of,"Lakshmi Vilas Palace, residence of Vadodara's royal family.","Lakshmi Vila's palace, residence of Adodra's royal family.",0.84,,Sindhi,,,1
svarah_01973,svarah,offline,substitute,wahida,vahida,upi transaction to [wahida] is successful,Can you tell me whether the UPI transaction to Wahida is successful?,Can you tell me whether the UPI transaction to Vahida is successful?,3.04,,Tamil,,,1
svarah_00999,svarah,offline,substitute,wallet,valid,my yono sbi [wallet],How do I activate my Yono SBI wallet?,"How do I activate my, you know, SBI valid?",2.8,,Tamil,,,1
svarah_01733,svarah,offline,substitute,warehouse,of,the startups startup [warehouse],"Upgradation of State Data Centres, Leveraging Cloud Services for the Startups, Startup Warehouse,","of gradation of state data centers, leveraging cloud services for the starters, start of",7.4,,Nepali,,,1
svarah_01535,svarah,offline,substitute,win,bottle,login into co [win] portal,I have received the OTP 096739 can you please use that for mobile number 67435223193 to login into Co-win portal.?,I have received the RTP096739. Can you please use that for mobile number 67435223193 to log in into carbon bottle.,16.42,,Malayalam,,,1
svarah_00697,svarah,offline,substitute,yelaneeru,nehru,[yelaneeru] ghat in kudremukh,"Yelaneeru Ghat in Kudremukh in Chikkamagaluru district of Karnataka, India","Yela Nehru Ghat in Kudramuk in Chikmagluru district of Karnataka, India.",0.58,,Punjabi,,,1
svarah_00999,svarah,offline,substitute,yono,know,i activate my [yono] sbi wallet,How do I activate my Yono SBI wallet?,"How do I activate my, you know, SBI valid?",1.96,,Tamil,,,1
svarah_00169,svarah,offline,substitute,your,a,movie called what's [your] raashee which was,There was a movie called What's your Raashee which was based on that book.,There was a movie called What's a Rashi which was based on that book.,2.5,,Gujarati,,,1
