utt_id,dataset,condition,op,ref_word,hyp_word,ref_context,ref_sentence,hyp_sentence,approx_time_s,speaker,accent,why_category,annotator_notes,pattern_freq,coincides_mispronunciation,nearest_mispron,nearest_mispron_dist_s,phoneme_classification
l2arctic_HQTV_arctic_a0013,l2arctic,offline,delete,head,,he was a [head] shorter than his,He was a head shorter than his companion of almost delicate physique,he was ahead shorter than his companion of almost delicate physics.,0.54,HQTV,Vietnamese,,,1,False,D>T(s),0.5,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0036,l2arctic,offline,delete,hotel,,in at the [hotel],She turned in at the hotel,she turned in a hotter.,1.4,EBVS,Spanish,,,1,True,AE1>AH(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0040,l2arctic,offline,delete,is,,wonder why she [is] coming up here,I suppose you wonder why she is coming up here,I suppose you wonder why she's coming up here.,1.8,BWC,Mandarin,,,1,False,Z>S(s),0.36,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0051,l2arctic,offline,delete,of,,the lace was [of] a delicate ivory,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",0.18,BWC,Mandarin,,,1,True,L>F(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0041,l2arctic,offline,delete,spell,,to breathe a [spell],Meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out to breathe sperm.",2.14,ABA,Arabic,,,1,True,R>R*(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0019,l2arctic,offline,delete,the,,the line of [the] proposed railroad looking,I followed the line of the proposed railroad looking for chances,I followed the line of proposed railroad looking for change,0.0,HQTV,Vietnamese,,,1,False,AA1>AO1(s),0.38,asr_error_on_correct_speech
l2arctic_ABA_arctic_a0060,l2arctic,offline,insert,,in,,Anyway no one saw her like that,"In a way, no one saw hair like that.",0.0,ABA,Arabic,,,1,False,ER1>EH(s),1.83,asr_error_on_correct_speech
l2arctic_ABA_arctic_a0073,l2arctic,offline,insert,,brew,,The promoter's eyes were heavy with little puffy bags under them,The brew meter's eyes were heavy with little puffy pugs under them.,0.3,ABA,Arabic,,,1,True,P>B(s),0.0,coincides_mispronunciation
l2arctic_ASI_arctic_a0007,l2arctic,offline,insert,,will,,And you always want to see it in the superlative degree,and you will always want to see it in the superlative degree.,0.36,ASI,Hindi,,,1,True,N>N*(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0021,l2arctic,offline,insert,,re,,It fairly clubbed me into recognizing it,it fairly re -clapped me into recognizing it.,0.98,BWC,Mandarin,,,1,True,sil>R(a),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0036,l2arctic,offline,insert,,and,,She turned in at the hotel,She turned in and at the hotel.,1.16,BWC,Mandarin,,,1,True,IH1>IY(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0048,l2arctic,offline,insert,,hanker,,He looked at the handkerchief more closely,he looked at the hanker shift more closely.,1.24,BWC,Mandarin,,,1,False,T>sil(d),0.25,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0051,l2arctic,offline,insert,,face,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",6.66,BWC,Mandarin,,,1,False,DH>TH(s),0.273,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0051,l2arctic,offline,insert,,was,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",6.66,BWC,Mandarin,,,1,False,DH>TH(s),0.273,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0051,l2arctic,offline,insert,,not,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",6.68,BWC,Mandarin,,,1,False,DH>TH(s),0.293,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0051,l2arctic,offline,insert,,but,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",6.92,BWC,Mandarin,,,1,False,DH>TH(s),0.533,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0037,l2arctic,offline,insert,,reminded,,I was the only one who remained sitting,I was the only one who reminded me of sitting.,2.04,EBVS,Spanish,,,1,False,EY1>AY(s),0.18,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0037,l2arctic,offline,insert,,me,,I was the only one who remained sitting,I was the only one who reminded me of sitting.,2.32,EBVS,Spanish,,,1,True,EY1>AY(s),0.0,coincides_mispronunciation
l2arctic_HJK_arctic_a0047,l2arctic,offline,insert,,of,,Close beside him gleamed the white fangs of the wolf dog,Close beside him gleamed of the white fangs of the wolf dog.,1.58,HJK,Korean,,,1,False,Z>S(s),1.02,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0053,l2arctic,offline,insert,,cover,,Suddenly his fingers closed tightly over the handkerchief,Suddenly his finger closed tightly over the hand cover shape.,3.16,HQTV,Vietnamese,,,1,True,ER0>AO1(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0041,l2arctic,offline,substitute,a,sperm,out to breathe [a] spell,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out to breathe sperm.",2.14,ABA,Arabic,,,1,True,R>R*(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0013,l2arctic,offline,substitute,a,ahead,he was [a] head shorter than,He was a head shorter than his companion of almost delicate physique,he was ahead shorter than his companion of almost delicate physics.,0.54,HQTV,Vietnamese,,,1,False,D>T(s),0.5,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0041,l2arctic,offline,substitute,a,the,out to breathe [a] spell,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'm going out to breathe the spell",1.86,HQTV,Vietnamese,,,1,True,DH>TH(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0063,l2arctic,offline,substitute,a,like,man who asked [a] stranger,Yes it was a man who asked a stranger,"Yes, it was a man who acts like stronger.",1.84,HQTV,Vietnamese,,,1,True,S>K(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0007,l2arctic,offline,substitute,always,only,and you [always] want to see,And you always want to see it in the superlative degree,and you only want to see it in the superlative degree,0.48,HQTV,Vietnamese,,,1,True,AO1>OW1(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0060,l2arctic,offline,substitute,anyway,way,[anyway] no one saw,Anyway no one saw her like that,"In a way, no one saw hair like that.",0.36,ABA,Arabic,,,1,False,ER1>EH(s),1.47,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0063,l2arctic,offline,substitute,asked,acts,a man who [asked] a stranger,Yes it was a man who asked a stranger,"Yes, it was a man who acts like stronger.",1.54,HQTV,Vietnamese,,,1,False,S>K(s),0.156,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0036,l2arctic,offline,substitute,at,a,she turned in [at] the hotel,She turned in at the hotel,she turned in a hotter.,1.14,EBVS,Spanish,,,1,True,AE1>AH(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0073,l2arctic,offline,substitute,bags,pugs,with little puffy [bags] under them,The promoter's eyes were heavy with little puffy bags under them,The brew meter's eyes were heavy with little puffy pugs under them.,4.38,ABA,Arabic,,,1,False,AE1>AA(s),0.19,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0073,l2arctic,offline,substitute,bags,backs,with little puffy [bags] under them,The promoter's eyes were heavy with little puffy bags under them,The palmetto's eyes were heavy with little puffed backs under them.,4.42,BWC,Mandarin,,,1,True,IY0>sil(d),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0073,l2arctic,offline,substitute,bags,bugs,with little puffy [bags] under them,The promoter's eyes were heavy with little puffy bags under them,The promoter's eyes were happy with little puffy bugs under them.,4.68,EBVS,Spanish,,,1,True,AE1>AA(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0073,l2arctic,offline,substitute,bags,bass,with little puffy [bags] under them,The promoter's eyes were heavy with little puffy bags under them,The promoter eyes were heavy with little puffy bass under them.,3.9,HQTV,Vietnamese,,,1,False,G>sil(d),0.32,asr_error_on_correct_speech
l2arctic_ABA_arctic_a0020,l2arctic,offline,substitute,balls,pools,clubs and [balls] and cities grew,Clubs and balls and cities grew to be only memories,clubs and pools and cities grow to be only memories.,0.72,ABA,Arabic,,,1,False,R>R*(s),1.41,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0020,l2arctic,offline,substitute,balls,bars,clubs and [balls] and cities grew,Clubs and balls and cities grew to be only memories,clubs and bars and cities grew to be only memories.,0.94,BWC,Mandarin,,,1,True,D>sil(d),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0020,l2arctic,offline,substitute,balls,boards,clubs and [balls] and cities grew,Clubs and balls and cities grew to be only memories,Clubs and boards and cities grow to be only memories.,0.4,EBVS,Spanish,,,1,True,Z>S(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0020,l2arctic,offline,substitute,balls,boons,clubs and [balls] and cities grew,Clubs and balls and cities grew to be only memories,clubs and boons and cities create to be only memories.,0.66,HQTV,Vietnamese,,,1,True,AO1>OW1(s),0.0,coincides_mispronunciation
l2arctic_ASI_arctic_a0041,l2arctic,offline,substitute,breathe,breath,go out to [breathe] a spell,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out to breath a spell.",1.4,ASI,Hindi,,,1,True,T>T*(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0028,l2arctic,offline,substitute,bribery,grippery,robbery [bribery] fraud,Robbery bribery fraud,"rubbery, grippery froth.",1.24,HQTV,Vietnamese,,,1,True,AY1>IY1(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0008,l2arctic,offline,substitute,came,comes,gad your letter [came] just in time,Gad your letter came just in time,"God, your letter comes just in time.",1.8,EBVS,Spanish,,,1,True,T>DH(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0058,l2arctic,offline,substitute,came,can,i [came] for information more,I came for information more out of curiosity than anything else,I can find information more out of curiosity than anything else.,0.24,HQTV,Vietnamese,,,1,False,R>sil(d),0.36,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0023,l2arctic,offline,substitute,canadian,canadians,a combination of [canadian] capital quickly organized,A combination of Canadian capital quickly organized and petitioned for the same privileges,"a combination of Canadians, capital weekly, organized and petitioned for the same privilege.",1.0,HQTV,Vietnamese,,,1,True,V>P(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0019,l2arctic,offline,substitute,chances,change,railroad looking for [chances],I followed the line of the proposed railroad looking for chances,I followed the line of proposed railroad looking for change,2.98,HQTV,Vietnamese,,,1,True,R>sil(d),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0075,l2arctic,offline,substitute,change,chance,has been a [change] she interrupted him,There has been a change she interrupted him,There has been a chance he interrupted him.,0.86,HQTV,Vietnamese,,,1,True,JH>S(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0024,l2arctic,offline,substitute,chiefly,chively,the north which [chiefly] induced people to,It was my reports from the north which chiefly induced people to buy,It was my reports from the north which chively induced people to buy.,3.14,ABA,Arabic,,,1,False,R>R*(s),0.7,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0024,l2arctic,offline,substitute,chiefly,sharply,the north which [chiefly] induced people to,It was my reports from the north which chiefly induced people to buy,"This was my report from the North, which sharply induced people to buy.",2.94,HQTV,Vietnamese,,,1,False,IH1>IY1(s),0.17,asr_error_on_correct_speech
l2arctic_ASI_arctic_a0021,l2arctic,offline,substitute,clubbed,clogged,it fairly [clubbed] me into recognizing,It fairly clubbed me into recognizing it,It fairly clogged me into recognizing it.,0.54,ASI,Hindi,,,1,True,R>R*(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0021,l2arctic,offline,substitute,clubbed,clapped,it fairly [clubbed] me into recognizing,It fairly clubbed me into recognizing it,it fairly re -clapped me into recognizing it.,1.3,BWC,Mandarin,,,1,True,sil>R(a),0.0,coincides_mispronunciation
l2arctic_HJK_arctic_a0021,l2arctic,offline,substitute,clubbed,clobbed,it fairly [clubbed] me into recognizing,It fairly clubbed me into recognizing it,It fairly clobbed me into recognizing it.,0.7,HJK,Korean,,,1,False,Z>S(s),1.43,asr_error_on_correct_speech
l2arctic_HJK_arctic_a0020,l2arctic,offline,substitute,clubs,clops,[clubs] and balls and,Clubs and balls and cities grew to be only memories,Clops and balls and cities grew to be only memories.,0.0,HJK,Korean,,,1,False,Z>S(s),0.35,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0025,l2arctic,offline,substitute,cooler,courier,do this when [cooler] judgment prevailed,I was about to do this when cooler judgment prevailed,I was about to do this when the courier judgments provide.,2.54,EBVS,Spanish,,,1,True,sil>AX(a),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0025,l2arctic,offline,substitute,cooler,cool,do this when [cooler] judgment prevailed,I was about to do this when cooler judgment prevailed,I was about to do this when the cool adjustment reviled,2.16,HQTV,Vietnamese,,,1,True,ER0>AH0(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0065,l2arctic,offline,substitute,cords,cord,fingers were like [cords] of steel,They closed now until his fingers were like cords of steel,Stay close now until his fingers were little cord of steel.,3.42,BWC,Mandarin,,,1,True,K>DH(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0065,l2arctic,offline,substitute,cords,cores,fingers were like [cords] of steel,They closed now until his fingers were like cords of steel,"They closed now, until his fingers were like cores of steel.",3.28,EBVS,Spanish,,,1,True,K>sil(d),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0065,l2arctic,offline,substitute,cords,cars,fingers were like [cords] of steel,They closed now until his fingers were like cords of steel,They closed now until his fingers were like cars of steel.,2.98,HQTV,Vietnamese,,,1,False,R>sil(d),0.23,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0042,l2arctic,offline,substitute,could,would,how [could] he explain his,How could he explain his possession of the sketch,How would she explain his perception of the sketch?,0.38,BWC,Mandarin,,,1,True,K>W(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0064,l2arctic,offline,substitute,developments,derailments,passed without any [developments],The fourth and fifth days passed without any developments,the fourth and 50 days passed without any derailments.,3.18,BWC,Mandarin,,,1,False,T>sil(d),0.33,asr_error_on_correct_speech
l2arctic_ABA_arctic_a0047,l2arctic,offline,substitute,dog,duck,of the wolf [dog],Close beside him gleamed the white fangs of the wolf dog,"Close beside him, gleamed the white fangs of the wolf -duck.",4.46,ABA,Arabic,,,1,False,AO1>OW(s),0.18,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0027,l2arctic,offline,substitute,enthusiasm,intuitions,to show actual [enthusiasm] in my favor,To my surprise he began to show actual enthusiasm in my favor,"To my surprise, he began to show actual intuitions in my favor.",2.46,EBVS,Spanish,,,1,True,SH>T(s),0.0,coincides_mispronunciation
l2arctic_ASI_arctic_a0076,l2arctic,offline,substitute,eyes,ice,the gray [eyes] faltered the flush,The gray eyes faltered the flush deepened,"The grey ice faltered, the flush deepened.",0.42,ASI,Hindi,,,1,True,R>R*(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0076,l2arctic,offline,substitute,eyes,as,the gray [eyes] faltered the flush,The gray eyes faltered the flush deepened,"the grid as filtered, the flow deepened.",0.5,BWC,Mandarin,,,1,True,EY1>IY(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0076,l2arctic,offline,substitute,eyes,is,the gray [eyes] faltered the flush,The gray eyes faltered the flush deepened,"The grey is faltered, the flash deepens.",0.42,EBVS,Spanish,,,1,False,AY1>EY(s),0.18,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0062,l2arctic,offline,substitute,face,phase,into each other's [face],The men stared into each other's face,The men stay into each other phase.,1.64,HQTV,Vietnamese,,,1,True,AH1>AA*(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0046,l2arctic,offline,substitute,faced,faces,the girl [faced] him her eyes,The girl faced him her eyes shining with sudden fear,"The girl faces him, her eyes shining with sudden fear.",0.38,EBVS,Spanish,,,1,True,G>err(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0051,l2arctic,offline,substitute,faintly,friendly,delicate ivory color [faintly] tinted with yellow,The lace was of a delicate ivory color faintly tinted with yellow,"The legs will offer a delicate ivory color, friendly tiny with yellow",3.72,HQTV,Vietnamese,,,1,True,N>sil(d),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0076,l2arctic,offline,substitute,faltered,fondle,the gray eyes [faltered] the flush deepened,The gray eyes faltered the flush deepened,The gray eyes fondle the flush deepens.,0.92,HQTV,Vietnamese,,,1,False,AA1>AO1(s),0.2,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0047,l2arctic,offline,substitute,fangs,front,gleamed the white [fangs] of the wolf,Close beside him gleamed the white fangs of the wolf dog,Clothes beside him gleamed the white front of the wolf dog.,3.52,BWC,Mandarin,,,1,False,sil>W(a),0.514,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0064,l2arctic,offline,substitute,fifth,50,the fourth and [fifth] days passed without,The fourth and fifth days passed without any developments,the fourth and 50 days passed without any derailments.,0.74,BWC,Mandarin,,,1,True,D>sil(d),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0053,l2arctic,offline,substitute,fingers,finger,suddenly his [fingers] closed tightly over,Suddenly his fingers closed tightly over the handkerchief,Suddenly his finger closed tightly over the hand cover shape.,0.78,HQTV,Vietnamese,,,1,True,IH1>IY1(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0076,l2arctic,offline,substitute,flush,flow,eyes faltered the [flush] deepened,The gray eyes faltered the flush deepened,"the grid as filtered, the flow deepened.",2.04,BWC,Mandarin,,,1,True,DH>D(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0058,l2arctic,offline,substitute,for,find,i came [for] information more out,I came for information more out of curiosity than anything else,I can find information more out of curiosity than anything else.,0.4,HQTV,Vietnamese,,,1,False,R>sil(d),0.2,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0032,l2arctic,offline,substitute,force,folks,then some mysterious [force] has been fighting,Since then some mysterious force has been fighting us at every step,seen then some mysterious folks has been fighting us at every step.,1.56,HQTV,Vietnamese,,,1,True,IY1>IH1(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0029,l2arctic,offline,substitute,forces,folks,their [forces] were already moving,Their forces were already moving into the north country,their folks were already moving into the north country.,0.28,HQTV,Vietnamese,,,1,True,DH>D(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0028,l2arctic,offline,substitute,fraud,froth,robbery bribery [fraud],Robbery bribery fraud,"rubbery, grippery froth.",1.66,HQTV,Vietnamese,,,1,False,AO1>OW1(s),0.32,asr_error_on_correct_speech
l2arctic_HJK_arctic_a0008,l2arctic,offline,substitute,gad,get,[gad] your letter came,Gad your letter came just in time,Get your letter came just in time.,0.0,HJK,Korean,,,1,False,,,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0008,l2arctic,offline,substitute,gad,yes,[gad] your letter came,Gad your letter came just in time,"Yes, your letter came just in time.",0.0,HQTV,Vietnamese,,,1,False,D>T(s),0.43,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0047,l2arctic,offline,substitute,gleamed,glimmered,close beside him [gleamed] the white fangs,Close beside him gleamed the white fangs of the wolf dog,Close beside him glimmered the white fangs of the wolf dog.,1.04,EBVS,Spanish,,,1,False,sil>EH(a),0.362,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0047,l2arctic,offline,substitute,gleamed,claimed,close beside him [gleamed] the white fangs,Close beside him gleamed the white fangs of the wolf dog,Clothes beside him claimed the white fangs of the wolf dog.,1.28,HQTV,Vietnamese,,,1,True,G>K(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0041,l2arctic,offline,substitute,go,going,meanwhile i'll [go] out to breathe,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'm going out to breathe the spell",0.76,HQTV,Vietnamese,,,1,True,L>sil(d),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0076,l2arctic,offline,substitute,gray,grid,the [gray] eyes faltered the,The gray eyes faltered the flush deepened,"the grid as filtered, the flow deepened.",0.2,BWC,Mandarin,,,1,True,DH>D(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0020,l2arctic,offline,substitute,grew,create,balls and cities [grew] to be only,Clubs and balls and cities grew to be only memories,clubs and boons and cities create to be only memories.,1.52,HQTV,Vietnamese,,,1,False,IH1>IY1(s),0.26,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0030,l2arctic,offline,substitute,had,have,i [had] faith in them,I had faith in them,I have faith in them.,0.18,HQTV,Vietnamese,,,1,False,D>V(s),0.16,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0045,l2arctic,offline,substitute,had,has,quietly as he [had] come,He moved away as quietly as he had come,He moved away as quietly as he has come.,2.28,HQTV,Vietnamese,,,1,True,D>Z(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0048,l2arctic,offline,substitute,handkerchief,kerchief,looked at the [handkerchief] more closely,He looked at the handkerchief more closely,He looked at the hand kerchief more closely.,1.72,ABA,Arabic,,,1,True,sil>D(a),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0053,l2arctic,offline,substitute,handkerchief,crochet,tightly over the [handkerchief],Suddenly his fingers closed tightly over the handkerchief,"Suddenly, his fingers closed tightly over the hand crochet.",3.3,ABA,Arabic,,,1,True,NG>N(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0048,l2arctic,offline,substitute,handkerchief,shift,looked at the [handkerchief] more closely,He looked at the handkerchief more closely,he looked at the hanker shift more closely.,1.88,BWC,Mandarin,,,1,True,CH>SH(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0053,l2arctic,offline,substitute,handkerchief,shape,tightly over the [handkerchief],Suddenly his fingers closed tightly over the handkerchief,Suddenly his finger closed tightly over the hand cover shape.,3.36,HQTV,Vietnamese,,,1,True,ER0>AO1(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0042,l2arctic,offline,substitute,he,she,how could [he] explain his possession,How could he explain his possession of the sketch,How would she explain his perception of the sketch?,0.68,BWC,Mandarin,,,1,True,K>W(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0073,l2arctic,offline,substitute,heavy,happy,promoter's eyes were [heavy] with little puffy,The promoter's eyes were heavy with little puffy bags under them,The promoter's eyes were happy with little puffy bugs under them.,1.9,EBVS,Spanish,,,1,False,Z>S(s),0.26,asr_error_on_correct_speech
l2arctic_ABA_arctic_a0060,l2arctic,offline,substitute,her,hair,no one saw [her] like that,Anyway no one saw her like that,"In a way, no one saw hair like that.",1.66,ABA,Arabic,,,1,False,ER1>EH(s),0.17,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0006,l2arctic,offline,substitute,i'll,i,em i hope [i'll] go on seeing,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I go and see them forever.,1.62,HQTV,Vietnamese,,,1,True,OW1>AO1(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0041,l2arctic,offline,substitute,i'll,i'm,meanwhile [i'll] go out to,Meanwhile I'll go out to breathe a spell,"Meanwhile, I'm going out to breathe the spell",0.64,HQTV,Vietnamese,,,1,True,L>sil(d),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0010,l2arctic,offline,substitute,i'm,and,[i'm] playing a single,I'm playing a single hand in what looks like a losing game,and playing a single hand in what looks like a lost game.,0.0,BWC,Mandarin,,,1,False,L>sil(d),1.05,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0039,l2arctic,offline,substitute,in,eaten,ship should be [in] within a week,The ship should be in within a week or ten days,The sheep should be eaten within a week or 10 days.,1.02,BWC,Mandarin,,,1,False,D>sil(d),0.2,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0027,l2arctic,offline,substitute,in,to,show actual enthusiasm [in] my favor,To my surprise he began to show actual enthusiasm in my favor,"To my surprise, he began to show actual enthusiasm to my favor.",3.92,HQTV,Vietnamese,,,1,True,AE2>sil(d),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0036,l2arctic,offline,substitute,in,into,she turned [in] at the hotel,She turned in at the hotel,She turned into the hotel.,0.6,HQTV,Vietnamese,,,1,True,ER1>AH0(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0075,l2arctic,offline,substitute,interrupted,interrupt,a change she [interrupted] him,There has been a change she interrupted him,"There has been a change, she interrupt him.",2.46,BWC,Mandarin,,,1,False,JH>CH(s),0.59,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0021,l2arctic,offline,substitute,into,to,fairly clubbed me [into] recognizing it,It fairly clubbed me into recognizing it,It's fairly clubbed me to recognize it.,1.28,EBVS,Spanish,,,1,False,sil>AX(a),0.338,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0021,l2arctic,offline,substitute,it,it's,[it] fairly clubbed me,It fairly clubbed me into recognizing it,It's fairly clubbed me to recognize it.,0.0,EBVS,Spanish,,,1,False,EH1>ER(s),0.33,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0024,l2arctic,offline,substitute,it,this,[it] was my reports,It was my reports from the north which chiefly induced people to buy,"This was my report from the North, which sharply induced people to buy.",0.0,HQTV,Vietnamese,,,1,False,T>S(s),0.17,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0052,l2arctic,offline,substitute,it,i,[it] was a curious,It was a curious coincidence,I was curious coincidence.,0.0,HQTV,Vietnamese,,,1,True,IH0>AY0(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0051,l2arctic,offline,substitute,ivory,emerald,of a delicate [ivory] color faintly tinted,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",2.56,BWC,Mandarin,,,1,True,AH0>EH(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0025,l2arctic,offline,substitute,judgment,document,this when cooler [judgment] prevailed,I was about to do this when cooler judgment prevailed,I was about to do this one cooler document previewed.,2.36,BWC,Mandarin,,,1,False,JH>G(s),0.41,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0025,l2arctic,offline,substitute,judgment,judgments,this when cooler [judgment] prevailed,I was about to do this when cooler judgment prevailed,I was about to do this when the courier judgments provide.,2.84,EBVS,Spanish,,,1,False,sil>AX(a),0.38,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0025,l2arctic,offline,substitute,judgment,adjustment,this when cooler [judgment] prevailed,I was about to do this when cooler judgment prevailed,I was about to do this when the cool adjustment reviled,2.24,HQTV,Vietnamese,,,1,True,ER0>AH0(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0051,l2arctic,offline,substitute,lace,face,the [lace] was of a,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",0.18,BWC,Mandarin,,,1,True,L>F(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0051,l2arctic,offline,substitute,lace,lady,the [lace] was of a,The lace was of a delicate ivory color faintly tinted with yellow,"The lady was of a delicate ivory color, faintly tinted with yellow.",0.2,EBVS,Spanish,,,1,False,S>sil(d),0.2,asr_error_on_correct_speech
