utt_id,dataset,speaker,accent,cefr,condition,mode,chunk_ms,left_ctx_ms,ref_text,hyp_text,duration_s,wer,cer,n_ref_words,substitutions,deletions,insertions,proc_time_s,rtf,mean_chunk_proc_s,algorithmic_latency_ms
l2arctic_ASI_arctic_a0013,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,He was a head shorter than his companion of almost delicate physique,He was - a hedge - than his - compa - of almost delicate physique.,4.211,0.25,0.17647058823529413,12,2,1,0,2.1695,0.5152,0.155,320.0
l2arctic_ASI_arctic_a0018,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,There was a change now,There was a change. now.,1.29,0.0,0.0,5,0,0,0,0.7657,0.5936,0.1531,320.0
l2arctic_ASI_arctic_a0019,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,I followed the line of the proposed railroad looking for chances,I followed. the line. of the proposal. rate looking for chances.,3.88,0.18181818181818182,0.125,11,2,0,0,2.067,0.5328,0.159,320.0
l2arctic_ASI_arctic_a0020,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Clubs and balls and cities grew to be only memories,CLUBS and b - and city. grew to be only memories.,3.608,0.2,0.13725490196078433,10,2,0,0,1.8709,0.5186,0.1559,320.0
l2arctic_ASI_arctic_a0021,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,It fairly clubbed me into recognizing it,It f - Cloudy me into recognition. it.,2.502,0.42857142857142855,0.325,7,3,0,0,1.273,0.5089,0.1591,320.0
l2arctic_ASI_arctic_a0022,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Hardly were our plans made public before we were met by powerful opposition,HIDE worth it. a pla - made. pub - before we were met. by power. opposites.,4.16,0.6153846153846154,0.29333333333333333,13,7,0,1,2.5541,0.6139,0.1824,320.0
l2arctic_ASI_arctic_a0023,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,A combination of Canadian capital quickly organized and petitioned for the same privileges,a company of Canadian capital. quickly organizes and petit... to the capital. for the same privilege.,5.31,0.5384615384615384,0.24444444444444444,13,4,0,3,2.9859,0.5624,0.1756,320.0
l2arctic_ASI_arctic_a0024,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,It was my reports from the north which chiefly induced people to buy,It was my re - from the north. with Chief interested me. people. to buy.,3.821,0.38461538461538464,0.2647058823529412,13,4,0,1,1.9884,0.5203,0.1657,320.0
l2arctic_ASI_arctic_a0025,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,I was about to do this when cooler judgment prevailed,I was - about to do th - when - Coo - judgment prevails.,2.964,0.3,0.1320754716981132,10,3,0,0,1.5856,0.535,0.1586,320.0
l2arctic_ASI_arctic_a0026,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,It occurred to me that there would have to be an accounting,it. occurred. to me that that there were have to be an occur -,3.437,0.25,0.2711864406779661,12,2,0,1,1.7006,0.4948,0.1546,320.0
l2arctic_ASI_arctic_a0027,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,To my surprise he began to show actual enthusiasm in my favor,TO MY - subr - he began to sh - actual entour - in the film. my face.,4.04,0.5,0.3442622950819672,12,4,0,2,2.0863,0.5163,0.1605,320.0
l2arctic_ASI_arctic_a0028,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Robbery bribery fraud,Rob E. bribery. fraud,2.239,0.6666666666666666,0.14285714285714285,3,1,0,1,1.0361,0.4627,0.148,320.0
l2arctic_ASI_arctic_a0029,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Their forces were already moving into the north country,Definitely. forces were all moving into the north. country.,2.999,0.2222222222222222,0.2545454545454545,9,2,0,0,2.4156,0.8054,0.2416,320.0
l2arctic_ASI_arctic_a0030,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,I had faith in them,I had - fi - in them.,1.451,0.2,0.15789473684210525,5,1,0,0,0.8457,0.5827,0.1691,320.0
l2arctic_ASI_arctic_a0031,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,They were three hundred yards apart,They were. three. yards. apart.,2.042,0.16666666666666666,0.22857142857142856,6,0,1,0,1.0818,0.5298,0.1545,320.0
l2arctic_ASI_arctic_a0032,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Since then some mysterious force has been fighting us at every step,"Since then, some mysti - force has been been fighting. us at every step.",4.229,0.16666666666666666,0.14925373134328357,12,1,0,1,2.3854,0.5641,0.1704,320.0
l2arctic_ASI_arctic_a0036,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,She turned in at the hotel,She t - in. at the hotel.,1.7,0.16666666666666666,0.19230769230769232,6,1,0,0,0.9009,0.53,0.1502,320.0
l2arctic_ASI_arctic_a0037,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,I was the only one who remained sitting,I was the one one who remained sitting.,2.523,0.125,0.05128205128205128,8,1,0,0,1.2282,0.4867,0.1535,320.0
l2arctic_ASI_arctic_a0038,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,We'll have to watch our chances,Will have to. watch. our. chances.,2.031,0.16666666666666666,0.06451612903225806,6,1,0,0,1.0732,0.5283,0.1533,320.0
l2arctic_ASI_arctic_a0039,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,The ship should be in within a week or ten days,The shi - should be in with a week. week. or ten days. days.,2.742,0.36363636363636365,0.2553191489361702,11,2,0,2,1.4372,0.5242,0.1597,320.0
l2arctic_ASI_arctic_a0040,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,I suppose you wonder why she is coming up here,I sub - you - wonder why - she - is coming - up here.,2.636,0.1,0.10869565217391304,10,1,0,0,1.4371,0.5452,0.1597,320.0
l2arctic_ASI_arctic_a0041,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Meanwhile I'll go out to breathe a spell,MEAN I'll go out. to bread a spell.,2.471,0.25,0.2,8,2,0,0,1.6521,0.6685,0.2065,320.0
l2arctic_ASI_arctic_a0042,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,How could he explain his possession of the sketch,How could - he ex - his position? of the sketch?,2.581,0.2222222222222222,0.1836734693877551,9,2,0,0,1.6842,0.6525,0.1871,320.0
l2arctic_ASI_arctic_a0045,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,He moved away as quietly as he had come,He moo - away. as quite as possible. he had. had come.,2.407,0.4444444444444444,0.46153846153846156,9,2,0,2,1.3037,0.5416,0.163,320.0
l2arctic_ASI_arctic_a0046,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,The girl faced him her eyes shining with sudden fear,the go - faced him. her eyes... shined with sudden fear.,3.066,0.2,0.11538461538461539,10,2,0,0,1.5631,0.5097,0.1563,320.0
l2arctic_ASI_arctic_a0047,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Close beside him gleamed the white fangs of the wolf dog,close Beside him. gleam. the f - fang of the wolf. -dog.,3.952,0.2727272727272727,0.14285714285714285,11,3,0,0,2.0871,0.5281,0.1605,320.0
l2arctic_ASI_arctic_a0048,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,He looked at the handkerchief more closely,Hello at the the anchor. mode. closely.,2.731,0.7142857142857143,0.38095238095238093,7,3,1,1,2.0436,0.7483,0.2271,320.0
l2arctic_ASI_arctic_a0051,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,The lace was of a delicate ivory color faintly tinted with yellow,The lea - was offered to you. a delic - eye. color. faintly tinted with yellow.,4.16,0.5,0.3384615384615385,12,4,0,2,2.1145,0.5083,0.1626,320.0
l2arctic_ASI_arctic_a0052,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,It was a curious coincidence,It was - a q co -,2.098,0.4,0.5714285714285714,5,2,0,0,1.2761,0.6082,0.1823,320.0
l2arctic_ASI_arctic_a0053,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Suddenly his fingers closed tightly over the handkerchief,Sudden. his... fingers closed. tightly. over the handkerchief.,3.111,0.125,0.03508771929824561,8,1,0,0,1.9433,0.6246,0.1943,320.0
l2arctic_ASI_arctic_a0054,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,There was nothing on the rock,There was nothing. on the wrong.,1.663,0.16666666666666666,0.10344827586206896,6,1,0,0,0.9153,0.5504,0.1526,320.0
l2arctic_ASI_arctic_a0058,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,I came for information more out of curiosity than anything else,I ca - for it. information more. out of it. of queue. than anything else. else.,4.172,0.5454545454545454,0.3333333333333333,11,2,0,4,2.2492,0.5392,0.1606,320.0
l2arctic_ASI_arctic_a0059,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,His immaculate appearance was gone,His imagine appear as gone.,2.103,0.6,0.3235294117647059,5,3,0,0,1.0546,0.5015,0.1507,320.0
l2arctic_ASI_arctic_a0060,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Anyway no one saw her like that,Anyway no one - saw - her... that.,2.284,0.14285714285714285,0.16129032258064516,7,0,1,0,1.2156,0.5323,0.152,320.0
l2arctic_ASI_arctic_a0062,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,The men stared into each other's face,The men stared. into each other. other's face.,2.203,0.14285714285714285,0.16216216216216217,7,0,0,1,1.0593,0.4809,0.1513,320.0
l2arctic_ASI_arctic_a0063,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Yes it was a man who asked a stranger,Yes. it was a - who - asked a stranger.,2.879,0.1111111111111111,0.10810810810810811,9,0,1,0,1.4489,0.5033,0.161,320.0
l2arctic_ASI_arctic_a0064,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,The fourth and fifth days passed without any developments,The full. and fifth d - days by without any depth,3.028,0.4444444444444444,0.3508771929824561,9,3,0,1,1.5667,0.5174,0.1567,320.0
l2arctic_ASI_arctic_a0065,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,They closed now until his fingers were like cords of steel,They cl - now until the end. its fingers were like co - of steel.,3.186,0.45454545454545453,0.25862068965517243,11,3,0,2,2.0279,0.6365,0.2028,320.0
l2arctic_ASI_arctic_a0067,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,Surely I will excuse you she cried,Sure. I will ex - you. she - cried.,2.53,0.2857142857142857,0.17647058823529413,7,2,0,0,1.5196,0.6007,0.1899,320.0
l2arctic_ASI_arctic_a0071,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,What was the object of your little sensation,What was - the o - of your life? cell?,2.28,0.375,0.36363636363636365,8,3,0,0,1.2707,0.5572,0.1588,320.0
l2arctic_ASI_arctic_a0073,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,The promoter's eyes were heavy with little puffy bags under them,The pro - are eyes were. heavy. with little power bags under the,3.794,0.36363636363636365,0.171875,11,3,0,1,1.9467,0.5131,0.1622,320.0
l2arctic_ASI_arctic_a0075,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,There has been a change she interrupted him,They had - been. a change. here. inte - him.,2.069,0.5,0.3023255813953488,8,4,0,0,1.1022,0.5328,0.1575,320.0
l2arctic_ASI_arctic_a0076,l2arctic,ASI,Hindi,,stream_320ms,streaming,320.0,2000.0,The gray eyes faltered the flush deepened,The Greek. Ice Fire the the flood tea...,2.807,0.8571428571428571,0.5609756097560976,7,5,0,1,2.8494,1.015,0.3166,320.0
l2arctic_BWC_arctic_a0003,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,For the twentieth time that evening the two men shook hands,For - that. 20th times day. the 2 men should hands.,4.635,0.6363636363636364,0.4406779661016949,11,6,1,0,2.3555,0.5082,0.157,320.0
l2arctic_BWC_arctic_a0005,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Will we ever forget it,We'll we? ever forget it?,2.074,0.2,0.09090909090909091,5,1,0,0,1.3311,0.6417,0.1902,320.0
l2arctic_BWC_arctic_a0006,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,God bless 'em I hope I will go on seeing them forever,called pla - them. I hope I will go on. seeing them. for a while.,5.064,0.5,0.34615384615384615,12,4,0,2,3.6699,0.7247,0.2294,320.0
l2arctic_BWC_arctic_a0007,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,And you always want to see it in the superlative degree,and you are want to see it. in the studio. decal.,4.028,0.2727272727272727,0.32727272727272727,11,3,0,0,2.0594,0.5112,0.1584,320.0
l2arctic_BWC_arctic_a0008,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Gad your letter came just in time,God you're la - - just in time. time,3.235,0.7142857142857143,0.48484848484848486,7,3,1,1,1.6514,0.5105,0.1501,320.0
l2arctic_BWC_arctic_a0010,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,I'm playing a single hand in what looks like a losing game,I'm pla - a single half. in words looks like a lost in case.,3.971,0.5,0.25862068965517243,12,5,0,1,2.0925,0.5269,0.161,320.0
l2arctic_BWC_arctic_a0011,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,If I ever needed a fighter in my life I need one now,If I - ne - it up. fighter. in my life. I need one now.,4.726,0.23076923076923078,0.21153846153846154,13,3,0,0,2.3393,0.495,0.1559,320.0
l2arctic_BWC_arctic_a0013,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,He was a head shorter than his companion of almost delicate physique,you .S. hard shot. than his compa - of all delicat... physics.,5.787,0.75,0.35294117647058826,12,8,1,0,3.8526,0.6657,0.2028,320.0
l2arctic_BWC_arctic_a0018,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,There was a change now,Do was a - chan - now.,1.75,0.4,0.3181818181818182,5,2,0,0,0.8946,0.5113,0.1491,320.0
l2arctic_BWC_arctic_a0019,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,I followed the line of the proposed railroad looking for chances,"I f - the law. of the probe. real world, looking for a chance.",5.99,0.6363636363636364,0.359375,11,5,0,2,3.8277,0.639,0.2015,320.0
l2arctic_BWC_arctic_a0020,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Clubs and balls and cities grew to be only memories,Ha and balls. and see. grew. to be on. m -,5.242,0.4,0.37254901960784315,10,4,0,0,3.5162,0.6707,0.2068,320.0
l2arctic_BWC_arctic_a0021,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,It fairly clubbed me into recognizing it,It. f - re - -clapped me in rec - it.,4.298,0.7142857142857143,0.425,7,4,0,1,2.6574,0.6183,0.1898,320.0
l2arctic_BWC_arctic_a0022,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Hardly were our plans made public before we were met by powerful opposition,H - you. I was plans. may be. public before the end of the pandemic. we were meeting. by Bye! power. opposition.,7.846,1.0769230769230769,0.6666666666666666,13,6,0,8,3.9318,0.5011,0.1573,320.0
l2arctic_BWC_arctic_a0023,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,A combination of Canadian capital quickly organized and petitioned for the same privileges,I can't. of connect. cap quick. organized and petitioned. for this. privilege.,8.004,0.6153846153846154,0.3,13,7,1,0,3.9328,0.4914,0.1513,320.0
l2arctic_BWC_arctic_a0024,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,It was my reports from the north which chiefly induced people to buy,It was. my ri - from the North. which chief in due people. to buy.,6.081,0.3076923076923077,0.16176470588235295,13,3,0,1,3.2918,0.5414,0.1646,320.0
l2arctic_BWC_arctic_a0025,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,I was about to do this when cooler judgment prevailed,I was a to do this. one. cool jack. preview.,4.675,0.5,0.3584905660377358,10,5,0,0,3.5852,0.7669,0.239,320.0
l2arctic_BWC_arctic_a0026,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,It occurred to me that there would have to be an accounting,is a to me. that there... were have to be an account.,5.146,0.3333333333333333,0.2711864406779661,12,4,0,0,2.664,0.5177,0.1567,320.0
l2arctic_BWC_arctic_a0027,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to share. actual instance. in my field.,6.979,0.25,0.2459016393442623,12,3,0,0,3.222,0.4617,0.1465,320.0
l2arctic_BWC_arctic_a0028,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Robbery bribery fraud,"Rob. bribery, bribery, fraud.",2.591,0.6666666666666666,0.19047619047619047,3,1,0,1,2.4772,0.9562,0.2752,320.0
l2arctic_BWC_arctic_a0029,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Their forces were already moving into the north country,Thank you. for says what are moving in the north. country.,4.488,0.7777777777777778,0.36363636363636365,9,5,0,2,2.8834,0.6425,0.1922,320.0
l2arctic_BWC_arctic_a0030,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,I had faith in them,Ah! had. f - in them.,2.145,0.4,0.3157894736842105,5,2,0,0,1.0986,0.5122,0.1569,320.0
l2arctic_BWC_arctic_a0031,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,They were three hundred yards apart,Do was three ha - yards. apart.,2.912,0.5,0.37142857142857144,6,3,0,0,1.5018,0.5157,0.1502,320.0
l2arctic_BWC_arctic_a0032,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Since then some mysterious force has been fighting us at every step,See? since then so missed forms. has been fired. us. at high speed. risk. death.,6.541,0.75,0.5671641791044776,12,6,0,3,3.2223,0.4926,0.1534,320.0
l2arctic_BWC_arctic_a0036,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,She turned in at the hotel,Shit. turned. in. and. added. hotel.,2.704,0.5,0.3076923076923077,6,3,0,0,1.3435,0.4968,0.1493,320.0
l2arctic_BWC_arctic_a0037,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,I was the only one who remained sitting,I - was still only one. who reminded me of it. me.,3.336,0.75,0.41025641025641024,8,3,0,3,1.7464,0.5235,0.1588,320.0
l2arctic_BWC_arctic_a0038,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,We will have to watch our chances,We will - have to watch. our chance.,2.774,0.14285714285714285,0.030303030303030304,7,1,0,0,3.6043,1.2993,0.4005,320.0
l2arctic_BWC_arctic_a0039,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,The ship should be in within a week or ten days,the sh - - be eaten. with a week. or two. days.,4.079,0.45454545454545453,0.3404255319148936,11,4,1,0,2.035,0.4989,0.1565,320.0
l2arctic_BWC_arctic_a0040,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,I suppose you wonder why she is coming up here,Hi. survived. you want - - she's - con - up here.,3.455,0.7,0.41304347826086957,10,5,2,0,1.7043,0.4933,0.1549,320.0
l2arctic_BWC_arctic_a0041,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Meanwhile I will go out to breathe a spell,Mil - I will go out to breathe as spot.,3.495,0.3333333333333333,0.23809523809523808,9,3,0,0,1.732,0.4955,0.1575,320.0
l2arctic_BWC_arctic_a0042,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,How could he explain his possession of the sketch,How would she ex - his process? of the escape.,3.818,0.5555555555555556,0.3877551020408163,9,5,0,0,1.8152,0.4754,0.1513,320.0
l2arctic_BWC_arctic_a0045,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,He moved away as quietly as he had come,Him moved the layout. as quick as he could. as he could. he could. had come.,2.718,1.1111111111111112,0.9487179487179487,9,3,0,7,1.4445,0.5315,0.1605,320.0
l2arctic_BWC_arctic_a0046,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,The girl faced him her eyes shining with sudden fear,to g - a feast. him. her... she knew with shadow. feel,5.099,0.8,0.46153846153846156,10,7,0,1,3.9375,0.7723,0.2461,320.0
l2arctic_BWC_arctic_a0047,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Close beside him gleamed the white fangs of the wolf dog,Clo - be - here. gleam. the wa - floor. of the dove.,6.031,0.7272727272727273,0.4642857142857143,11,7,1,0,3.0139,0.4998,0.1586,320.0
l2arctic_BWC_arctic_a0048,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,He looked at the handkerchief more closely,He looks at the hung more closely.,3.455,0.2857142857142857,0.2857142857142857,7,2,0,0,1.683,0.4871,0.153,320.0
l2arctic_BWC_arctic_a0051,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,The lace was of a delicate ivory color faintly tinted with yellow,"the f - was delicate. you won't fine. color. Finally, it changes the color of the color. with yellow.",7.053,1.0833333333333333,0.8307692307692308,12,7,0,6,5.8209,0.8253,0.2531,320.0
l2arctic_BWC_arctic_a0052,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,It was a curious coincidence,you was a cure - coincidence.,3.054,0.4,0.25,5,2,0,0,1.9706,0.6453,0.1971,320.0
l2arctic_BWC_arctic_a0053,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Suddenly his fingers closed tightly over the handkerchief,And I'll see you in the next video. he finger closed. tightly over the house. crochet,5.108,1.5,0.7192982456140351,8,4,0,8,4.0482,0.7926,0.253,320.0
l2arctic_BWC_arctic_a0054,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,There was nothing on the rock,to us. not. on the rock.,1.867,0.5,0.3448275862068966,6,3,0,0,0.899,0.4815,0.1498,320.0
l2arctic_BWC_arctic_a0058,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,I came for information more out of curiosity than anything else,like came for information more. out. of. curiosity. than anything. else.,5.862,0.09090909090909091,0.047619047619047616,11,1,0,0,2.8502,0.4863,0.15,320.0
l2arctic_BWC_arctic_a0059,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,His immaculate appearance was gone,Here image. appearance. was gone.,2.819,0.4,0.2647058823529412,5,2,0,0,1.3736,0.4873,0.1526,320.0
l2arctic_BWC_arctic_a0060,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Anyway no one saw her like that,Anyway no no one - saw her. like this.,2.37,0.2857142857142857,0.16129032258064516,7,1,0,1,1.2352,0.5211,0.1544,320.0
l2arctic_BWC_arctic_a0062,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,The men stared into each other's face,the man start into each other. other. face.,2.857,0.5714285714285714,0.24324324324324326,7,3,0,1,2.1872,0.7656,0.243,320.0
l2arctic_BWC_arctic_a0063,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Yes it was a man who asked a stranger,Yes. you - was. a man - who - asked us. stranger,3.275,0.2222222222222222,0.13513513513513514,9,2,0,0,1.9439,0.5936,0.1767,320.0
l2arctic_BWC_arctic_a0064,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,The fourth and fifth days passed without any developments,stuff. fourth afi - days. days past. with any delay.,4.308,0.6666666666666666,0.45614035087719296,9,6,0,0,2.1497,0.499,0.1535,320.0
l2arctic_BWC_arctic_a0065,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,They closed now until his fingers were like cords of steel,Take care. now. and next time. is finished. were lit. cord of steel.,5.06,0.8181818181818182,0.4482758620689655,11,7,0,2,2.4798,0.4901,0.155,320.0
l2arctic_BWC_arctic_a0067,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,Surely I will excuse you she cried,Sure. I will ex - you she cried.,3.221,0.2857142857142857,0.17647058823529413,7,2,0,0,1.6604,0.5155,0.1509,320.0
l2arctic_BWC_arctic_a0071,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,What was the object of your little sensation,well was that? object? of your later sense?,3.275,0.5,0.3181818181818182,8,4,0,0,1.6656,0.5086,0.1514,320.0
l2arctic_BWC_arctic_a0073,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,The promoter's eyes were heavy with little puffy bags under them,dub p - are... was have with fizz. lid. parts. back. entered. them.,6.224,0.9090909090909091,0.5625,11,9,0,1,5.5125,0.8857,0.2756,320.0
l2arctic_BWC_arctic_a0075,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,There has been a change she interrupted him,Dear. Hazb - a change. she entered him.,3.816,0.5,0.32558139534883723,8,3,1,0,2.4679,0.6467,0.2057,320.0
l2arctic_BWC_arctic_a0076,l2arctic,BWC,Mandarin,,stream_320ms,streaming,320.0,2000.0,The gray eyes faltered the flush deepened,the as well. the flu deep,3.57,0.7142857142857143,0.4878048780487805,7,4,1,0,2.361,0.6613,0.1967,320.0
l2arctic_EBVS_arctic_a0003,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,For the twentieth time that evening the two men shook hands,for the 20. time. that even the two men shook. hands.,4.716,0.18181818181818182,0.2033898305084746,11,2,0,0,2.2889,0.4853,0.1526,320.0
l2arctic_EBVS_arctic_a0005,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Will we ever forget it,will we ever - for it?,1.302,0.2,0.13636363636363635,5,1,0,0,0.746,0.5731,0.1492,320.0
l2arctic_EBVS_arctic_a0006,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,God bless 'em I hope I'll go on seeing them forever,got bless you. I hope I'll... go on stage. them. forever.,4.601,0.2727272727272727,0.18,11,3,0,0,2.9324,0.6373,0.1955,320.0
l2arctic_EBVS_arctic_a0007,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,And you always want to see it in the superlative degree,and you always wanna want to see. it. in the next video. the space. light chief.,4.937,0.6363636363636364,0.6,11,2,0,5,2.6069,0.5281,0.1629,320.0
l2arctic_EBVS_arctic_a0008,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Gad your letter came just in time,Gah you're la - come down. as it is. in time.,3.53,1.1428571428571428,0.6060606060606061,7,5,0,3,1.8262,0.5173,0.1522,320.0
l2arctic_EBVS_arctic_a0010,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,I'm playing a single hand in what looks like a losing game,I'm pla - a scene. hand. in looks like this. like this. a look game.,3.769,0.5833333333333334,0.5,12,3,1,3,1.9572,0.5192,0.1631,320.0
l2arctic_EBVS_arctic_a0011,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,If I ever needed a fighter in my life I need one now,If I ever need it. fight. in my life. I needed. one. now.,4.446,0.3076923076923077,0.15384615384615385,13,4,0,0,2.1284,0.4787,0.152,320.0
l2arctic_EBVS_arctic_a0013,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,He was a head shorter than his companion of almost delicate physique,He - a - hit - short than his comp - of others. delicate physics.,5.648,0.5,0.3382352941176471,12,5,1,0,3.0413,0.5385,0.169,320.0
l2arctic_EBVS_arctic_a0018,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,There was a change now,then wha - a chan - now.,1.16,0.6,0.2727272727272727,5,3,0,0,0.813,0.7009,0.2033,320.0
