utt_id,accent,cefr,ref,baseline_hyp,adapted_hyp,changed,wer_baseline,wer_adapted
l2arctic_HJK_arctic_a0060,Korean,,Anyway no one saw her like that,"Anyway, no one saw her like that.","Anyway, no one saw her like that.",False,0.0,0.0
l2arctic_HJK_arctic_a0063,Korean,,Yes it was a man who asked a stranger,"Yes, it was a man who asked a stranger.","Yes, it was a man who asked a stranger.",False,0.0,0.0
l2arctic_HJK_arctic_a0064,Korean,,The fourth and fifth days passed without any developments,The fourth and fifth days passed without any developments.,The fourth and fifth days passed without any developments.,False,0.0,0.0
l2arctic_HJK_arctic_a0065,Korean,,They closed now until his fingers were like cords of steel,They closed now until his fingers were like cords of steel.,They closed now until his fingers were like cords of steel.,False,0.0,0.0
l2arctic_HJK_arctic_a0071,Korean,,What was the object of your little sensation,What was the object of your little sensation?,What was the object of your little sensation?,False,0.0,0.0
l2arctic_HJK_arctic_a0073,Korean,,The promoter's eyes were heavy with little puffy bags under them,The promoter's eyes were heavy with little puffy bags under them.,The promoter's eyes were heavy with little puffy bags under them.,False,0.0,0.0
l2arctic_HJK_arctic_a0075,Korean,,There has been a change she interrupted him,"There has been a change, she interrupted him.","There has been a change, she interrupted him.",False,0.0,0.0
l2arctic_HJK_arctic_a0076,Korean,,The gray eyes faltered the flush deepened,"The gray eyes faltered, the flush deepened.","The gray eyes faltered, the flush deepened.",False,0.0,0.0
l2arctic_HQTV_arctic_a0003,Vietnamese,,For the twentieth time that evening the two men shook hands,for the 20th time that evening the two men shook hands,for the 20th time that evening the two men shook hands,False,0.09090909090909091,0.09090909090909091
l2arctic_HQTV_arctic_a0006,Vietnamese,,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I go and see them forever.,God bless them. I hope I go and see them forever.,False,0.36363636363636365,0.36363636363636365
l2arctic_HQTV_arctic_a0007,Vietnamese,,And you always want to see it in the superlative degree,and you only want to see it in the superlative degree,and you only want to see it in the superlative degree,False,0.09090909090909091,0.09090909090909091
l2arctic_HQTV_arctic_a0008,Vietnamese,,Gad your letter came just in time,"Yes, your letter came just in time","Yes, your letter came just in time",False,0.14285714285714285,0.14285714285714285
l2arctic_HQTV_arctic_a0011,Vietnamese,,If I ever needed a fighter in my life I need one now,"If I ever needed a fighter in my life, I need one now.","If I ever needed a fighter in my life, I need one now.",False,0.0,0.0
l2arctic_HQTV_arctic_a0013,Vietnamese,,He was a head shorter than his companion of almost delicate physique,he was ahead shorter than his companion of almost delicate physics.,he was ahead shorter than his companion of almost delicate physics.,False,0.25,0.25
l2arctic_HQTV_arctic_a0019,Vietnamese,,I followed the line of the proposed railroad looking for chances,I followed the line of proposed railroad looking for change,I followed the line of proposed railroad looking for change,False,0.18181818181818182,0.18181818181818182
l2arctic_HQTV_arctic_a0020,Vietnamese,,Clubs and balls and cities grew to be only memories,clubs and boons and cities create to be only memories.,clubs and boons and cities create to be only memories.,False,0.2,0.2
l2arctic_HQTV_arctic_a0021,Vietnamese,,It fairly clubbed me into recognizing it,It fairly clubbed me into recognizing it,It fairly clubbed me into recognizing it,False,0.0,0.0
l2arctic_HQTV_arctic_a0022,Vietnamese,,Hardly were our plans made public before we were met by powerful opposition,Hardly were our plans made public before we were met by powerful opposition.,Hardly were our plans made public before we were met by powerful opposition.,False,0.0,0.0
l2arctic_HQTV_arctic_a0023,Vietnamese,,A combination of Canadian capital quickly organized and petitioned for the same privileges,"a combination of Canadians, capital weekly, organized and petitioned for the same privilege.","a combination of Canadians, capital weekly, organized and petitioned for the same privilege.",False,0.23076923076923078,0.23076923076923078
l2arctic_HQTV_arctic_a0024,Vietnamese,,It was my reports from the north which chiefly induced people to buy,"This was my report from the North, which sharply induced people to buy.","This was my report from the North, which sharply induced people to buy.",False,0.23076923076923078,0.23076923076923078
l2arctic_HQTV_arctic_a0025,Vietnamese,,I was about to do this when cooler judgment prevailed,I was about to do this when cool adjustment revived,I was about to do this when cool adjustment revived,False,0.3,0.3
l2arctic_HQTV_arctic_a0036,Vietnamese,,She turned in at the hotel,She turned into the hotel.,She turned into the hotel.,False,0.3333333333333333,0.3333333333333333
l2arctic_HQTV_arctic_a0037,Vietnamese,,I was the only one who remained sitting,I was the only one who remained sitting.,I was the only one who remained sitting.,False,0.0,0.0
l2arctic_HQTV_arctic_a0039,Vietnamese,,The ship should be in within a week or ten days,the ship should be in within a week or 10 days.,the ship should be in within a week or 10 days.,False,0.09090909090909091,0.09090909090909091
l2arctic_HQTV_arctic_a0040,Vietnamese,,I suppose you wonder why she is coming up here,I suppose you wonder why she is coming up here.,I suppose you wonder why she is coming up here.,False,0.0,0.0
l2arctic_HQTV_arctic_a0042,Vietnamese,,How could he explain his possession of the sketch,How could he explain his possession of the sketch?,How could he explain his possession of the sketch?,False,0.0,0.0
l2arctic_HQTV_arctic_a0045,Vietnamese,,He moved away as quietly as he had come,He moved away as quietly as he has come.,He moved away as quietly as he has come.,False,0.1111111111111111,0.1111111111111111
l2arctic_HQTV_arctic_a0051,Vietnamese,,The lace was of a delicate ivory color faintly tinted with yellow,"The legs will offer a delicate ivory color, fairly tiny with yellow","The legs will offer a delicate ivory color, fairly tiny with yellow",False,0.4166666666666667,0.4166666666666667
l2arctic_HQTV_arctic_a0052,Vietnamese,,It was a curious coincidence,I was curious coincidence.,I was curious coincidence.,False,0.4,0.4
l2arctic_HQTV_arctic_a0053,Vietnamese,,Suddenly his fingers closed tightly over the handkerchief,Suddenly his finger closed tightly over the hand cover shape.,Suddenly his finger closed tightly over the hand cover shape.,False,0.5,0.5
l2arctic_HQTV_arctic_a0059,Vietnamese,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_HQTV_arctic_a0060,Vietnamese,,Anyway no one saw her like that,"Anyway, no one saw her like that.","Anyway, no one saw her like that.",False,0.0,0.0
l2arctic_HQTV_arctic_a0062,Vietnamese,,The men stared into each other's face,The men stay into each other phase.,The men stay into each other phase.,False,0.42857142857142855,0.42857142857142855
l2arctic_HQTV_arctic_a0063,Vietnamese,,Yes it was a man who asked a stranger,"Yes, it was a man who acts a stranger.","Yes, it was a man who acts a stranger.",False,0.1111111111111111,0.1111111111111111
l2arctic_HQTV_arctic_a0064,Vietnamese,,The fourth and fifth days passed without any developments,The fourth and fifth days pass without any developments.,The fourth and fifth days pass without any developments.,False,0.1111111111111111,0.1111111111111111
l2arctic_HQTV_arctic_a0065,Vietnamese,,They closed now until his fingers were like cords of steel,They closed now until his fingers were like cars of steel.,They closed now until his fingers were like cars of steel.,False,0.09090909090909091,0.09090909090909091
l2arctic_HQTV_arctic_a0067,Vietnamese,,Surely I will excuse you she cried,Surely I will excuse your secret,Surely I will excuse your secret,False,0.42857142857142855,0.42857142857142855
l2arctic_HQTV_arctic_a0071,Vietnamese,,What was the object of your little sensation,What were the objects of your little sensation?,What were the objects of your little sensation?,False,0.25,0.25
