utt_id,accent,cefr,ref,baseline_hyp,adapted_hyp,changed,wer_baseline,wer_adapted
l2arctic_HJK_arctic_a0022,Korean,,Hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by a powerful opposition,True,0.0,0.07692307692307693
l2arctic_HJK_arctic_a0023,Korean,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,False,0.0,0.0
l2arctic_HJK_arctic_a0024,Korean,,It was my reports from the north which chiefly induced people to buy,it was my report from the north which chiefly induced people to buy,it was my report from the north which chiefly induced people to buy,False,0.07692307692307693,0.07692307692307693
l2arctic_HJK_arctic_a0025,Korean,,I was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,False,0.0,0.0
l2arctic_HJK_arctic_a0026,Korean,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,False,0.0,0.0
l2arctic_HJK_arctic_a0027,Korean,,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,False,0.0,0.0
l2arctic_HJK_arctic_a0028,Korean,,Robbery bribery fraud,robbery bribery frout,robbery bribery frought,True,0.3333333333333333,0.3333333333333333
l2arctic_HJK_arctic_a0030,Korean,,I had faith in them,i had faith in them,i had faith in them,False,0.0,0.0
l2arctic_HJK_arctic_a0032,Korean,,Since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,False,0.0,0.0
l2arctic_HJK_arctic_a0036,Korean,,She turned in at the hotel,she turned in at the hotel,she turned in at the hotel,False,0.0,0.0
l2arctic_HJK_arctic_a0037,Korean,,I was the only one who remained sitting,i was the only one who remained sitting,i was the only one who remained sitting,False,0.0,0.0
l2arctic_HJK_arctic_a0038,Korean,,We'll have to watch our chances,we'll have to watch our chances,we'll have to watch our chances,False,0.0,0.0
l2arctic_HJK_arctic_a0041,Korean,,Meanwhile I'll go out to breathe a spell,meanwhile i'll go out to breathe a spell,meanwhile i'll go out to breathe a spell,False,0.0,0.0
l2arctic_HJK_arctic_a0042,Korean,,How could he explain his possession of the sketch,how could he explain his possession of the sketch,how could he explain his possession of the sketch,False,0.0,0.0
l2arctic_HJK_arctic_a0045,Korean,,He moved away as quietly as he had come,he moved away as quietly as he had come,he moved away as quietly as he had come,False,0.0,0.0
l2arctic_HJK_arctic_a0046,Korean,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,False,0.0,0.0
l2arctic_HJK_arctic_a0051,Korean,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,False,0.0,0.0
l2arctic_HJK_arctic_a0052,Korean,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_HJK_arctic_a0058,Korean,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_HJK_arctic_a0059,Korean,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_HJK_arctic_a0060,Korean,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_HJK_arctic_a0062,Korean,,The men stared into each other's face,the men stared into each other's face,the men stared into each other's faces,True,0.0,0.14285714285714285
l2arctic_HJK_arctic_a0063,Korean,,Yes it was a man who asked a stranger,yes it was a man who asked a stranger,yes it was a man who asked a stranger,False,0.0,0.0
l2arctic_HJK_arctic_a0064,Korean,,The fourth and fifth days passed without any developments,the fourth and fifth days passed without any development,the fourth and fifth days passed without any development,False,0.1111111111111111,0.1111111111111111
l2arctic_HJK_arctic_a0065,Korean,,They closed now until his fingers were like cords of steel,they closed now until his fingers were like cords of steel,they closed now until his fingers were like cords of steel,False,0.0,0.0
l2arctic_HJK_arctic_a0067,Korean,,Surely I will excuse you she cried,surely i will excuse you she cried,surely i will excuse you she cried,False,0.0,0.0
l2arctic_HJK_arctic_a0071,Korean,,What was the object of your little sensation,what was the object of your little sensation,what was the object of your little sensation,False,0.0,0.0
l2arctic_HJK_arctic_a0076,Korean,,The gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,False,0.0,0.0
l2arctic_HKK_arctic_a0003,Korean,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_HKK_arctic_a0007,Korean,,And you always want to see it in the superlative degree,and you always want to see it in this polatic degree,and you always want to see it in this palatic degree,True,0.18181818181818182,0.18181818181818182
l2arctic_HKK_arctic_a0008,Korean,,Gad your letter came just in time,god your letter came just in time,god your letter came just in time,False,0.14285714285714285,0.14285714285714285
l2arctic_HKK_arctic_a0010,Korean,,I'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,False,0.0,0.0
l2arctic_HKK_arctic_a0018,Korean,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_HKK_arctic_a0019,Korean,,I followed the line of the proposed railroad looking for chances,i followed the line of the proposed railroad looking for chances,i followed the line of the proposed railroad looking for chances,False,0.0,0.0
l2arctic_HKK_arctic_a0020,Korean,,Clubs and balls and cities grew to be only memories,clubs and bores in cities grew to be only memories,clubs and bores and cities grew to be only memories,True,0.2,0.1
l2arctic_HKK_arctic_a0022,Korean,,Hardly were our plans made public before we were met by powerful opposition,hardily were our plans made public before we were met by pauper opposition,hardily were our plans made public before we were met by paper opposition,True,0.15384615384615385,0.15384615384615385
l2arctic_HKK_arctic_a0023,Korean,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadian character quickly organized and petitioned for the same privileges,a combination of canadian character quickly organized and petitioned for the same privileges,False,0.07692307692307693,0.07692307692307693
l2arctic_HKK_arctic_a0025,Korean,,I was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,False,0.0,0.0
l2arctic_HKK_arctic_a0026,Korean,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,False,0.0,0.0
l2arctic_HKK_arctic_a0027,Korean,,To my surprise he began to show actual enthusiasm in my favor,my surprised he began to show actual enthusiasm in my favor,my surprise he began to show actual enthusiasm in my favor,True,0.16666666666666666,0.08333333333333333
l2arctic_HKK_arctic_a0028,Korean,,Robbery bribery fraud,robbery bribery prote,robbery bribery pot,True,0.3333333333333333,0.3333333333333333
l2arctic_HKK_arctic_a0030,Korean,,I had faith in them,i had fathed in them,i had faced in them,True,0.2,0.2
l2arctic_HKK_arctic_a0031,Korean,,They were three hundred yards apart,te were three hundred yards apart,te were three hundred yards apart,False,0.16666666666666666,0.16666666666666666
l2arctic_HKK_arctic_a0032,Korean,,Since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,False,0.0,0.0
l2arctic_HKK_arctic_a0036,Korean,,She turned in at the hotel,turned in at the hotel,turned in at the hotel,False,0.16666666666666666,0.16666666666666666
l2arctic_HKK_arctic_a0037,Korean,,I was the only one who remained sitting,i was the only one who remained sitting,i was the only one who remained sitting,False,0.0,0.0
l2arctic_HKK_arctic_a0039,Korean,,The ship should be in within a week or ten days,a ship should be in within a week or ten days,ship should be in within a week or ten days,True,0.09090909090909091,0.09090909090909091
l2arctic_HKK_arctic_a0040,Korean,,I suppose you wonder why she is coming up here,i suppose you wonder while she's coming up here,i suppose you wonder while she is coming up here,True,0.3,0.1
l2arctic_HKK_arctic_a0041,Korean,,Meanwhile I'll go out to breathe a spell,meanwhile i will go out to breathe a spell,meanwhile i will go out to breathe a spell,False,0.25,0.25
l2arctic_HKK_arctic_a0042,Korean,,How could he explain his possession of the sketch,how could he explain his posession of the sketch,how could he explain his possession of the sketch,True,0.1111111111111111,0.0
l2arctic_HKK_arctic_a0045,Korean,,He moved away as quietly as he had come,he moved away as quietly as he had come,he moved away as quietly as he had come,False,0.0,0.0
l2arctic_HKK_arctic_a0046,Korean,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,False,0.0,0.0
l2arctic_HKK_arctic_a0048,Korean,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_HKK_arctic_a0051,Korean,,The lace was of a delicate ivory color faintly tinted with yellow,lace was of a delicate ivory color faintly tinted with yellow,lace was of a delicate ivory color faintly tinted with yellow,False,0.08333333333333333,0.08333333333333333
l2arctic_HKK_arctic_a0052,Korean,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_HKK_arctic_a0054,Korean,,There was nothing on the rock,there was nothing on the rock,there was nothing on the rock,False,0.0,0.0
l2arctic_HKK_arctic_a0058,Korean,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_HKK_arctic_a0059,Korean,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_HKK_arctic_a0063,Korean,,Yes it was a man who asked a stranger,yes it was man who asked a stranger,yes it was man who asked a stranger,False,0.1111111111111111,0.1111111111111111
l2arctic_HKK_arctic_a0064,Korean,,The fourth and fifth days passed without any developments,the first and fifth days passed without any debelement,the first and fifth days passed without any debelement,False,0.2222222222222222,0.2222222222222222
l2arctic_HKK_arctic_a0065,Korean,,They closed now until his fingers were like cords of steel,they closed now until his fingers were like cords of steel,they closed now until his fingers were like cords of steel,False,0.0,0.0
l2arctic_HKK_arctic_a0073,Korean,,The promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with he little poppy vexed under them,the promoter's eyes were heavy with the little poppy vexed under them,True,0.2727272727272727,0.2727272727272727
l2arctic_HKK_arctic_a0075,Korean,,There has been a change she interrupted him,there has been a change she interrupted him,there has been a change she interrupted him,False,0.0,0.0
l2arctic_HQTV_arctic_a0003,Vietnamese,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_HQTV_arctic_a0007,Vietnamese,,And you always want to see it in the superlative degree,and you only want to see it in the superlative decree,and you only want to see it in the superlative degree,True,0.18181818181818182,0.09090909090909091
l2arctic_HQTV_arctic_a0008,Vietnamese,,Gad your letter came just in time,god the letter came just in time,god the letter came just in time,False,0.2857142857142857,0.2857142857142857
l2arctic_HQTV_arctic_a0011,Vietnamese,,If I ever needed a fighter in my life I need one now,if i ever needed a fighter in my life i need one now,if i ever needed a fighter in my life i need one now,False,0.0,0.0
l2arctic_HQTV_arctic_a0013,Vietnamese,,He was a head shorter than his companion of almost delicate physique,he was ahead shorter than his companion of al most delicate physic,he was a head shorter than his companion of an most delicate physic,True,0.4166666666666667,0.25
l2arctic_HQTV_arctic_a0018,Vietnamese,,There was a change now,deat was a change now,death was a change now,True,0.2,0.2
l2arctic_HQTV_arctic_a0022,Vietnamese,,Hardly were our plans made public before we were met by powerful opposition,hardly were our plans make public befo we were met by powerful opposition,hardly were our plans make public befo we were met by powerful opposition,False,0.15384615384615385,0.15384615384615385
l2arctic_HQTV_arctic_a0023,Vietnamese,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadians capital weekly organized and petitioned for the same privilege,a combination of canadians capital weekly organized and petitioned for the same privilege,False,0.23076923076923078,0.23076923076923078
l2arctic_HQTV_arctic_a0025,Vietnamese,,I was about to do this when cooler judgment prevailed,i was about to do this when cool adjustment reveled,i was about to do this when cool adjustment reveled,False,0.3,0.3
l2arctic_HQTV_arctic_a0030,Vietnamese,,I had faith in them,i have faith in them,i have faith in them,False,0.2,0.2
l2arctic_HQTV_arctic_a0031,Vietnamese,,They were three hundred yards apart,they were three hundred jasabar,they were three hundred asabar,True,0.3333333333333333,0.3333333333333333
l2arctic_HQTV_arctic_a0036,Vietnamese,,She turned in at the hotel,she turned into the hotel,she turned into the hotel,False,0.3333333333333333,0.3333333333333333
l2arctic_HQTV_arctic_a0037,Vietnamese,,I was the only one who remained sitting,i was the only one who remained sitting,i was the only one who remained sitting,False,0.0,0.0
l2arctic_HQTV_arctic_a0038,Vietnamese,,We'll have to watch our chances,we'll have to watch our chances,we'll have to watch our chances,False,0.0,0.0
l2arctic_HQTV_arctic_a0039,Vietnamese,,The ship should be in within a week or ten days,the ship should be in within a week or ten days,the ship should be in within a week or ten days,False,0.0,0.0
l2arctic_HQTV_arctic_a0040,Vietnamese,,I suppose you wonder why she is coming up here,i suppose you wonder why she's coming up here,i suppose you wonder why she's coming up here,False,0.2,0.2
l2arctic_HQTV_arctic_a0041,Vietnamese,,Meanwhile I'll go out to breathe a spell,meanwhile i'm going out to sprith the spell,meanwhile i'm going out to sprite the spell,True,0.5,0.5
l2arctic_HQTV_arctic_a0042,Vietnamese,,How could he explain his possession of the sketch,how could he explain his possession of the sketch,how could he explain his possession of the sketch,False,0.0,0.0
l2arctic_HQTV_arctic_a0045,Vietnamese,,He moved away as quietly as he had come,he moves away as quietly as he has come,he moves away as quietly as he has come,False,0.2222222222222222,0.2222222222222222
l2arctic_HQTV_arctic_a0046,Vietnamese,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with a sudden fear,the girl faced him her eyes shining with a sudden fear,False,0.1,0.1
l2arctic_HQTV_arctic_a0051,Vietnamese,,The lace was of a delicate ivory color faintly tinted with yellow,the lace o a delicate ivory collar faintly tiny with yellow,the lace of a delicate ivory collar faintly tiny with yellow,True,0.3333333333333333,0.25
l2arctic_HQTV_arctic_a0053,Vietnamese,,Suddenly his fingers closed tightly over the handkerchief,suddenly his finger closed tightly over the hank of a ship,suddenly his finger closed tightly over the hank of a ship,False,0.625,0.625
l2arctic_HQTV_arctic_a0058,Vietnamese,,I came for information more out of curiosity than anything else,i can find formation more of curiosity than anything else,i can find formation more of curiosity than anything else,False,0.36363636363636365,0.36363636363636365
l2arctic_HQTV_arctic_a0059,Vietnamese,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_HQTV_arctic_a0060,Vietnamese,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_HQTV_arctic_a0063,Vietnamese,,Yes it was a man who asked a stranger,yes is was a man who acts a stranger,yes it was a man who acts a stranger,True,0.2222222222222222,0.1111111111111111
l2arctic_HQTV_arctic_a0075,Vietnamese,,There has been a change she interrupted him,there has been a chance he interrupted him,there has been a chance she interrupted him,True,0.25,0.125
l2arctic_LXC_arctic_a0005,Mandarin,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_LXC_arctic_a0006,Mandarin,,God bless 'em I hope I'll go on seeing them forever,god bless em i hope i will go on seeing them forever,god bless em i hope i will go on seeing them for ever,True,0.18181818181818182,0.36363636363636365
l2arctic_LXC_arctic_a0007,Mandarin,,And you always want to see it in the superlative degree,and you always want to see it in the superlite dickory,and you always want to see it in the superlite dickery,True,0.18181818181818182,0.18181818181818182
l2arctic_LXC_arctic_a0008,Mandarin,,Gad your letter came just in time,god your letter came just in time,god your letter came just in time,False,0.14285714285714285,0.14285714285714285
l2arctic_LXC_arctic_a0011,Mandarin,,If I ever needed a fighter in my life I need one now,if i ever needed a fighter in my life i need one now,if i ever needed a fighter in my life i need one now,False,0.0,0.0
l2arctic_LXC_arctic_a0013,Mandarin,,He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physic,he was a head shorter than his companion of almost delicate physic,False,0.08333333333333333,0.08333333333333333
l2arctic_LXC_arctic_a0019,Mandarin,,I followed the line of the proposed railroad looking for chances,i followed the line of a propressed railroad looking for chances,i followed the line of a propressed railroad looking for chances,False,0.18181818181818182,0.18181818181818182
l2arctic_LXC_arctic_a0020,Mandarin,,Clubs and balls and cities grew to be only memories,collapse in the boss and the cities grow to be only memories,collapse in the boss and the cities grow to be only memories,False,0.6,0.6
l2arctic_LXC_arctic_a0021,Mandarin,,It fairly clubbed me into recognizing it,it fairly clapped me into recognizing it,it fairly clapped me into recognizing it,False,0.14285714285714285,0.14285714285714285
l2arctic_LXC_arctic_a0023,Mandarin,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,False,0.0,0.0
l2arctic_LXC_arctic_a0024,Mandarin,,It was my reports from the north which chiefly induced people to buy,it was my reports from le nose which chiefly induced people to buy,it was my reports from le nose which chiefly induced people to buy,False,0.15384615384615385,0.15384615384615385
l2arctic_LXC_arctic_a0025,Mandarin,,I was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,False,0.0,0.0
l2arctic_LXC_arctic_a0026,Mandarin,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be a county,it occurred to me that there would have to be a county,False,0.16666666666666666,0.16666666666666666
l2arctic_LXC_arctic_a0027,Mandarin,,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,False,0.0,0.0
l2arctic_LXC_arctic_a0028,Mandarin,,Robbery bribery fraud,robbery bribery fraud,robbery bribery fraud,False,0.0,0.0
l2arctic_LXC_arctic_a0029,Mandarin,,Their forces were already moving into the north country,their forces were already moving into a north country,their forces were already moving into the north country,True,0.1111111111111111,0.0
l2arctic_LXC_arctic_a0030,Mandarin,,I had faith in them,i had faced england,i had faced england,False,0.6,0.6
l2arctic_LXC_arctic_a0032,Mandarin,,Since then some mysterious force has been fighting us at every step,since then some mysterious force has been finding us at every step,since then some mysterious force has been finding us at every step,False,0.08333333333333333,0.08333333333333333
l2arctic_LXC_arctic_a0036,Mandarin,,She turned in at the hotel,she turned in at her hotel,she turned in at her hotel,False,0.16666666666666666,0.16666666666666666
l2arctic_LXC_arctic_a0037,Mandarin,,I was the only one who remained sitting,i was the only one who remained sitting,i was the only one who remained sitting,False,0.0,0.0
l2arctic_LXC_arctic_a0039,Mandarin,,The ship should be in within a week or ten days,the ship should be in within a week or ten days,the ship should be in within a week or ten days,False,0.0,0.0
l2arctic_LXC_arctic_a0040,Mandarin,,I suppose you wonder why she is coming up here,i suppose you wonder why she's coming up here,i suppose you wonder why she's coming up here,False,0.2,0.2
l2arctic_LXC_arctic_a0042,Mandarin,,How could he explain his possession of the sketch,how could he explain his possession of the sketch,how could he explain his possession of the sketch,False,0.0,0.0
l2arctic_LXC_arctic_a0046,Mandarin,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,False,0.0,0.0
l2arctic_LXC_arctic_a0047,Mandarin,,Close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white fence of the warf dog,close beside him gleamed the white fence of the wolf dog,True,0.18181818181818182,0.09090909090909091
l2arctic_LXC_arctic_a0051,Mandarin,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,False,0.0,0.0
l2arctic_LXC_arctic_a0053,Mandarin,,Suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,False,0.0,0.0
l2arctic_LXC_arctic_a0058,Mandarin,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_LXC_arctic_a0059,Mandarin,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_LXC_arctic_a0060,Mandarin,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_LXC_arctic_a0062,Mandarin,,The men stared into each other's face,the men stared into each other's faces,the men stared into each other's faces,False,0.14285714285714285,0.14285714285714285
l2arctic_LXC_arctic_a0065,Mandarin,,They closed now until his fingers were like cords of steel,they cursed now until his fingers were like cords of steel,they cursed now until his fingers were like cords of steel,False,0.09090909090909091,0.09090909090909091
l2arctic_LXC_arctic_a0067,Mandarin,,Surely I will excuse you she cried,surely i will excuse you she cried,surely i will excuse you she cried,False,0.0,0.0
l2arctic_LXC_arctic_a0076,Mandarin,,The gray eyes faltered the flush deepened,the gray eyes faltered the flash deepened,the gray eyes faltered the flash deepened,False,0.14285714285714285,0.14285714285714285
l2arctic_MBMPS_arctic_a0003,Spanish,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_MBMPS_arctic_a0005,Spanish,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_MBMPS_arctic_a0006,Spanish,,God bless 'em I hope I'll go on seeing them forever,god bless em i hope i'll go on seeing them forever,god bless them i hope i'll go on seeing them forever,True,0.0,0.09090909090909091
l2arctic_MBMPS_arctic_a0008,Spanish,,Gad your letter came just in time,god your letter came just in time,god your letter came just in time,False,0.14285714285714285,0.14285714285714285
l2arctic_MBMPS_arctic_a0010,Spanish,,I'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,False,0.0,0.0
l2arctic_MBMPS_arctic_a0013,Spanish,,He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,False,0.0,0.0
l2arctic_MBMPS_arctic_a0018,Spanish,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_MBMPS_arctic_a0022,Spanish,,Hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,False,0.0,0.0
l2arctic_MBMPS_arctic_a0023,Spanish,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,False,0.0,0.0
l2arctic_MBMPS_arctic_a0026,Spanish,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,False,0.0,0.0
l2arctic_MBMPS_arctic_a0027,Spanish,,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,False,0.0,0.0
l2arctic_MBMPS_arctic_a0028,Spanish,,Robbery bribery fraud,robbery bribery froud,robbery bribery fraud,True,0.3333333333333333,0.0
l2arctic_MBMPS_arctic_a0029,Spanish,,Their forces were already moving into the north country,their forces were already moving into the north country,their forces were already moving into the north country,False,0.0,0.0
l2arctic_MBMPS_arctic_a0032,Spanish,,Since then some mysterious force has been fighting us at every step,since then one mysterious force has been fighting us at every step,since then one mysterious force has been fighting us at every step,False,0.08333333333333333,0.08333333333333333
l2arctic_MBMPS_arctic_a0037,Spanish,,I was the only one who remained sitting,i was the only one who remained seeding,i was the only one who remained seeding,False,0.125,0.125
l2arctic_MBMPS_arctic_a0039,Spanish,,The ship should be in within a week or ten days,the sheep should be in within a week or ten days,the sheep should be in within a week or ten days,False,0.09090909090909091,0.09090909090909091
l2arctic_MBMPS_arctic_a0042,Spanish,,How could he explain his possession of the sketch,how could he explain his possession of the sketch,how could he explain his possession of the sketch,False,0.0,0.0
l2arctic_MBMPS_arctic_a0045,Spanish,,He moved away as quietly as he had come,he moved away as quickly as he had come,he moved away as quickly as he had come,False,0.1111111111111111,0.1111111111111111
l2arctic_MBMPS_arctic_a0046,Spanish,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with subtle fear,the girl faced him her eyes shining with subtle fear,False,0.1,0.1
l2arctic_MBMPS_arctic_a0048,Spanish,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_MBMPS_arctic_a0051,Spanish,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tined with yellow,the lace was of a delicate ivory color faintly tined with yellow,False,0.08333333333333333,0.08333333333333333
l2arctic_MBMPS_arctic_a0052,Spanish,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_MBMPS_arctic_a0054,Spanish,,There was nothing on the rock,there was nothing on the rock,there was nothing on the rock,False,0.0,0.0
l2arctic_MBMPS_arctic_a0059,Spanish,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_MBMPS_arctic_a0060,Spanish,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_MBMPS_arctic_a0062,Spanish,,The men stared into each other's face,the men stared into each other's face,the men stared into each other's faces,True,0.0,0.14285714285714285
l2arctic_MBMPS_arctic_a0063,Spanish,,Yes it was a man who asked a stranger,yes it was a man who was a stranger,yes it was a man who was a stranger,False,0.1111111111111111,0.1111111111111111
l2arctic_MBMPS_arctic_a0071,Spanish,,What was the object of your little sensation,what was the object of your little sensation,what was the object of your little sensation,False,0.0,0.0
l2arctic_MBMPS_arctic_a0073,Spanish,,The promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with little puffy bags under them,False,0.0,0.0
l2arctic_MBMPS_arctic_a0076,Spanish,,The gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,False,0.0,0.0
l2arctic_NCC_arctic_a0003,Mandarin,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_NCC_arctic_a0005,Mandarin,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_NCC_arctic_a0006,Mandarin,,God bless 'em I hope I'll go on seeing them forever,god bless em i hope i'll go and seen them forever,god bless em i hope i'll go and see them forever,True,0.18181818181818182,0.18181818181818182
l2arctic_NCC_arctic_a0008,Mandarin,,Gad your letter came just in time,get your letter came just in time,your letter came just in time,True,0.14285714285714285,0.14285714285714285
l2arctic_NCC_arctic_a0010,Mandarin,,I'm playing a single hand in what looks like a losing game,and playing a single hand in what looks like a losing game,and playing a single hand in what looks like a losing game,False,0.08333333333333333,0.08333333333333333
l2arctic_NCC_arctic_a0013,Mandarin,,He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost dedicaed physic,he was a head shorter than his companion of almost dedicated physic,True,0.16666666666666666,0.16666666666666666
l2arctic_NCC_arctic_a0018,Mandarin,,There was a change now,there was a chench now,there was a chinth now,True,0.2,0.2
l2arctic_NCC_arctic_a0019,Mandarin,,I followed the line of the proposed railroad looking for chances,i followed the line of the proposed railroad looking for chances,i followed the line of the proposed railroad looking for chances,False,0.0,0.0
l2arctic_NCC_arctic_a0020,Mandarin,,Clubs and balls and cities grew to be only memories,clubs and boarls and cities grew to be only memories,clubs and boards and cities grew to be only memories,True,0.1,0.1
l2arctic_NCC_arctic_a0021,Mandarin,,It fairly clubbed me into recognizing it,it fairly clapped me into recognizing it,it fairly clapped me into recognizing it,False,0.14285714285714285,0.14285714285714285
l2arctic_NCC_arctic_a0023,Mandarin,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination for caladian capital quickly organized and petitioned for the same privileges,a combination for coladian capital quickly organized and petitioned for the same privileges,True,0.15384615384615385,0.15384615384615385
